FROM,TO,TRIPS
NW Hilsborough,SW Hillsborough,10482.5464438912
NW Hilsborough,TPA  Anderson Rd,53596.8469887434
NW Hilsborough,Tampa Central,95776.552207284
NW Hilsborough,USF  Hosp  Busch,9560.01950725462
NW Hilsborough,West Brandon,1547.02663367034
NW Hilsborough,Westshore  Rocky Point,18703.4727407567
New Tampa,Apollo Beach  Ruskin,44.5313174724579
New Tampa,CZ2,62.9196455329657
New Tampa,CZ4,227.653797864914
New Tampa,Citrus Park,2.03354680538178
New Tampa,Downtown,440.693062245846
New Tampa,East Town,412.802801340586
New Tampa,External,627.126112956554
New Tampa,Gibsonton,265.36588716507
New Tampa,Harney Canal,755.522127121687
New Tampa,Hernando  Citrus,96.4455910623074
New Tampa,MacDill AFB,3.02956634759903
New Tampa,Manatee Spur,14.4037258028984
New Tampa,NE Hilsborough,2130.57434830815
New Tampa,NW Hilsborough,742.50343978405
New Tampa,New Tampa,2415.38788986206
New Tampa,Pasco,1060.58045485339
New Tampa,Pinellas,438.692168189416
New Tampa,Plant City Area,33.1665080189705
New Tampa,Port of Tampa  50th St Corridor,54.5481890439987
New Tampa,SE Hillsborough,861.48935559392
New Tampa,SW Hillsborough,223.516441881657
New Tampa,TPA  Anderson Rd,98.3475291132927
New Tampa,Tampa Central,4455.24627278431
New Tampa,USF  Hosp  Busch,1233.25859382749
New Tampa,West Brandon,289.849609971046
New Tampa,Westshore  Rocky Point,130.234121322632
Pasco,Apollo Beach  Ruskin,437.176065072417
Pasco,CZ2,440.196749657393
Pasco,CZ4,1069.26248335774
Pasco,Citrus Park,1426.11912267969
Pasco,Downtown,6375.55492357662
Pasco,East Town,3483.33074659348
Pasco,External,0
Pasco,Gibsonton,850.547461396665
Pasco,Harney Canal,2105.7149831932
Pasco,Hernando  Citrus,0
Pasco,MacDill AFB,338.266420483589
Pasco,Manatee Spur,0
Pasco,NE Hilsborough,18973.0507631269
Pasco,NW Hilsborough,40569.0162223012
Pasco,New Tampa,1060.58046212516
Pasco,Pasco,0
Pasco,Pinellas,0
Pasco,Plant City Area,597.77112853952
Pasco,Port of Tampa  50th St Corridor,581.892408445478
Pasco,SE Hillsborough,3683.11868396431
Pasco,SW Hillsborough,3443.46119834058
Pasco,TPA  Anderson Rd,7582.25635334622
Pasco,Tampa Central,25636.6434378595
Pasco,USF  Hosp  Busch,8371.39185526155
Pasco,West Brandon,2561.57923273789
Pasco,Westshore  Rocky Point,4371.80340294891
Pinellas,Apollo Beach  Ruskin,890.269378779573
Pinellas,CZ2,659.614566259086
Pinellas,CZ4,3090.40355695163
Pinellas,Citrus Park,960.768855183735
Pinellas,Downtown,10698.2682090459
Pinellas,East Town,3703.85382150167
Pinellas,External,0
Pinellas,Gibsonton,1438.96341076866
Pinellas,Harney Canal,1621.18060473556
Pinellas,Hernando  Citrus,0
Pinellas,MacDill AFB,1726.10755084982
Pinellas,Manatee Spur,0
Pinellas,NE Hilsborough,6156.52082070478
Pinellas,NW Hilsborough,43676.1206925659
Pinellas,New Tampa,438.692171288858
Pinellas,Pasco,0
Pinellas,Pinellas,0
Pinellas,Plant City Area,416.562595307827
Pinellas,Port of Tampa  50th St Corridor,648.676776023
Pinellas,SE Hillsborough,4624.96660615201
Pinellas,SW Hillsborough,13952.2620715041
Pinellas,TPA  Anderson Rd,11228.5324759771
Pinellas,Tampa Central,23018.008839893
Pinellas,USF  Hosp  Busch,3562.67985208217
Pinellas,West Brandon,1680.12803130079
Pinellas,Westshore  Rocky Point,13577.3893101257
Plant City Area,Apollo Beach  Ruskin,36.4908891022205
Plant City Area,CZ2,94.9063781350851
Plant City Area,CZ4,218.120431393385
Plant City Area,Citrus Park,5.68992114067078
Plant City Area,Downtown,160.072456226218
Plant City Area,East Town,350.55009201169
Plant City Area,External,7596.27512060478
Plant City Area,Gibsonton,134.124674588442
Plant City Area,Harney Canal,164.377995118499
Plant City Area,Hernando  Citrus,68.1297962218523
Plant City Area,MacDill AFB,0.720359563827515
Plant City Area,Manatee Spur,22.2559151351452
Plant City Area,NE Hilsborough,29108.7642932162
Plant City Area,NW Hilsborough,189.496485450771
Plant City Area,New Tampa,33.1665089726448
Plant City Area,Pasco,597.771133367496
Plant City Area,Pinellas,416.562600791454
Plant City Area,Plant City Area,15428.6802482307
Plant City Area,Port of Tampa  50th St Corridor,35.4159739613533
Plant City Area,SE Hillsborough,1686.66356381774
Plant City Area,SW Hillsborough,158.028801649809
Plant City Area,TPA  Anderson Rd,109.356440246105
Plant City Area,Tampa Central,724.78600583598
Plant City Area,USF  Hosp  Busch,77.9904314875603
Plant City Area,West Brandon,165.027173966169
Plant City Area,Westshore  Rocky Point,70.456750035286
Port of Tampa  50th St Corridor,Apollo Beach  Ruskin,206.200597524643
Port of Tampa  50th St Corridor,CZ2,238.550873667002
Port of Tampa  50th St Corridor,CZ4,343.852410331368
Port of Tampa  50th St Corridor,Citrus Park,17.9025655388832
Port of Tampa  50th St Corridor,Downtown,3566.96858382225
Port of Tampa  50th St Corridor,East Town,2351.94559506513
Port of Tampa  50th St Corridor,External,1033.92817195877
Port of Tampa  50th St Corridor,Gibsonton,685.00603055954
Port of Tampa  50th St Corridor,Harney Canal,396.704744547606
Port of Tampa  50th St Corridor,Hernando  Citrus,49.5056656599045
Port of Tampa  50th St Corridor,MacDill AFB,17.4835760295391
Port of Tampa  50th St Corridor,Manatee Spur,23.9786951839924
Port of Tampa  50th St Corridor,NE Hilsborough,1519.25136649091
Port of Tampa  50th St Corridor,NW Hilsborough,869.999971775076
Port of Tampa  50th St Corridor,New Tampa,54.5481871366501
Port of Tampa  50th St Corridor,Pasco,581.892416551709
Port of Tampa  50th St Corridor,Pinellas,648.676771552651
Port of Tampa  50th St Corridor,Plant City Area,35.4159734845161
Port of Tampa  50th St Corridor,Port of Tampa  50th St Corridor,4201.64501166344
Port of Tampa  50th St Corridor,SE Hillsborough,6649.38565750812
Port of Tampa  50th St Corridor,SW Hillsborough,2040.09243415296
Port of Tampa  50th St Corridor,TPA  Anderson Rd,210.421964675188
Port of Tampa  50th St Corridor,Tampa Central,4555.57484008424
Port of Tampa  50th St Corridor,USF  Hosp  Busch,139.685271263123
Port of Tampa  50th St Corridor,West Brandon,2203.03732013702
Port of Tampa  50th St Corridor,Westshore  Rocky Point,241.857514709234
SE Hillsborough,Apollo Beach  Ruskin,2663.39259124885
SE Hillsborough,CZ2,17743.2154269014
SE Hillsborough,CZ4,15710.6264840182
SE Hillsborough,Citrus Park,34.5094164013863
SE Hillsborough,Downtown,7218.68319510244
SE Hillsborough,East Town,15089.1738555683
SE Hillsborough,External,14214.4005542058
SE Hillsborough,Gibsonton,12620.8691098541
SE Hillsborough,Harney Canal,3751.7090959581
SE Hillsborough,Hernando  Citrus,354.791995381936
SE Hillsborough,MacDill AFB,571.631660478539
SE Hillsborough,Manatee Spur,631.603012835141
SE Hillsborough,NE Hilsborough,49062.0218188661
SE Hillsborough,NW Hilsborough,2956.91812792049
SE Hillsborough,New Tampa,861.489342540503
SE Hillsborough,Pasco,3683.11867126945
SE Hillsborough,Pinellas,4624.96659394796
SE Hillsborough,Plant City Area,1686.66357275844
SE Hillsborough,Port of Tampa  50th St Corridor,6649.3856521437
SE Hillsborough,SE Hillsborough,214794.977279499
SE Hillsborough,SW Hillsborough,3599.73853835778
SE Hillsborough,TPA  Anderson Rd,1663.11325372942
SE Hillsborough,Tampa Central,16749.0379578773
SE Hillsborough,USF  Hosp  Busch,2885.78109807894
SE Hillsborough,West Brandon,37257.004006376
SE Hillsborough,Westshore  Rocky Point,1821.19563723028
SW Hillsborough,Apollo Beach  Ruskin,199.734329069441
SW Hillsborough,CZ2,302.883067755029
SW Hillsborough,CZ4,747.027213140158
SW Hillsborough,Citrus Park,199.682951927185
SW Hillsborough,Downtown,26594.7198250119
SW Hillsborough,East Town,1882.89551123657
SW Hillsborough,External,3434.1521321577
SW Hillsborough,Gibsonton,896.990052564099
SW Hillsborough,Harney Canal,746.101214900613
SW Hillsborough,Hernando  Citrus,351.000186362071
SW Hillsborough,MacDill AFB,11266.9668419361
SW Hillsborough,Manatee Spur,35.355285346508
SW Hillsborough,NE Hilsborough,2705.49500205205
SW Hillsborough,NW Hilsborough,10482.5464524073
SW Hillsborough,New Tampa,223.516438782215
SW Hillsborough,Pasco,3443.46119982976
SW Hillsborough,Pinellas,13952.2620004254
SW Hillsborough,Plant City Area,158.028802365065
SW Hillsborough,Port of Tampa  50th St Corridor,2040.09246353805
SW Hillsborough,SE Hillsborough,3599.73853150313
SW Hillsborough,SW Hillsborough,163069.767277211
SW Hillsborough,TPA  Anderson Rd,4486.15105081664
SW Hillsborough,Tampa Central,28402.737681137
SW Hillsborough,USF  Hosp  Busch,1299.99542780931
SW Hillsborough,West Brandon,1476.25149481834
SW Hillsborough,Westshore  Rocky Point,17523.6765261043
