PERSON_TYPE,period,DWELL_LOCATION,percent_active_devices
NY_RESIDENT,37,OTHER,0.082618414
NY_RESIDENT,38,OTHER,0.08206243
NY_RESIDENT,39,OTHER,0.079405379
NY_RESIDENT,40,OTHER,0.081743425
NY_RESIDENT,41,OTHER,0.069364557
NY_RESIDENT,42,OTHER,0.067884231
NY_RESIDENT,43,OTHER,0.064096983
NY_RESIDENT,44,OTHER,0.06289186
NY_RESIDENT,45,OTHER,0.058771208
NY_RESIDENT,46,OTHER,0.05802399
NY_RESIDENT,47,OTHER,0.054771506
NY_RESIDENT,48,OTHER,0.053720434
NY_VISITOR,1,OTHER,0.127391882
NY_VISITOR,2,OTHER,0.126515265
NY_VISITOR,3,OTHER,0.122430377
NY_VISITOR,4,OTHER,0.121217076
NY_VISITOR,5,OTHER,0.118754854
NY_VISITOR,6,OTHER,0.118474542
NY_VISITOR,7,OTHER,0.116717495
NY_VISITOR,8,OTHER,0.117269329
NY_VISITOR,9,OTHER,0.11617705
NY_VISITOR,10,OTHER,0.117711286
NY_VISITOR,11,OTHER,0.119758064
NY_VISITOR,12,OTHER,0.124056957
NY_VISITOR,13,OTHER,0.130805948
NY_VISITOR,14,OTHER,0.137068565
NY_VISITOR,15,OTHER,0.140290831
NY_VISITOR,16,OTHER,0.145433583
NY_VISITOR,17,OTHER,0.148858479
NY_VISITOR,18,OTHER,0.15352661
NY_VISITOR,19,OTHER,0.1525788
NY_VISITOR,20,OTHER,0.156906721
NY_VISITOR,21,OTHER,0.158762647
NY_VISITOR,22,OTHER,0.162854441
NY_VISITOR,23,OTHER,0.16211308
NY_VISITOR,24,OTHER,0.166181907
NY_VISITOR,25,OTHER,0.167667229
NY_VISITOR,26,OTHER,0.16923915
NY_VISITOR,27,OTHER,0.167204968
NY_VISITOR,28,OTHER,0.169170224
NY_VISITOR,29,OTHER,0.167615951
NY_VISITOR,30,OTHER,0.16971561
NY_VISITOR,31,OTHER,0.167376116
NY_VISITOR,32,OTHER,0.168395707
NY_VISITOR,33,OTHER,0.164808577
NY_VISITOR,34,OTHER,0.167265052
NY_VISITOR,35,OTHER,0.167818125
NY_VISITOR,36,OTHER,0.171208391
NY_VISITOR,37,OTHER,0.17019034
NY_VISITOR,38,OTHER,0.173614937
NY_VISITOR,39,OTHER,0.169477986
NY_VISITOR,40,OTHER,0.174058817
NY_VISITOR,41,OTHER,0.156387801
NY_VISITOR,42,OTHER,0.156001915
NY_VISITOR,43,OTHER,0.150621768
NY_VISITOR,44,OTHER,0.150317237
NY_VISITOR,45,OTHER,0.143572284
NY_VISITOR,46,OTHER,0.143440375
NY_VISITOR,47,OTHER,0.137609928
NY_VISITOR,48,OTHER,0.135804778
NY_RESIDENT,1,SCHOOL,0
NY_RESIDENT,2,SCHOOL,0
NY_RESIDENT,3,SCHOOL,0
NY_RESIDENT,4,SCHOOL,0
NY_RESIDENT,5,SCHOOL,0
NY_RESIDENT,6,SCHOOL,0
NY_RESIDENT,7,SCHOOL,0
NY_RESIDENT,8,SCHOOL,0
NY_RESIDENT,9,SCHOOL,0
NY_RESIDENT,10,SCHOOL,0
NY_RESIDENT,11,SCHOOL,0
NY_RESIDENT,12,SCHOOL,0
NY_RESIDENT,13,SCHOOL,0
NY_RESIDENT,14,SCHOOL,0
NY_RESIDENT,15,SCHOOL,0
NY_RESIDENT,16,SCHOOL,0
NY_RESIDENT,17,SCHOOL,0
NY_RESIDENT,18,SCHOOL,0
NY_RESIDENT,19,SCHOOL,0
NY_RESIDENT,20,SCHOOL,0
NY_RESIDENT,21,SCHOOL,0
NY_RESIDENT,22,SCHOOL,0
NY_RESIDENT,23,SCHOOL,0
NY_RESIDENT,24,SCHOOL,0
NY_RESIDENT,25,SCHOOL,0
NY_RESIDENT,26,SCHOOL,0
NY_RESIDENT,27,SCHOOL,0
NY_RESIDENT,28,SCHOOL,0
NY_RESIDENT,29,SCHOOL,0
NY_RESIDENT,30,SCHOOL,0
NY_RESIDENT,31,SCHOOL,0
NY_RESIDENT,32,SCHOOL,0
NY_RESIDENT,33,SCHOOL,0
NY_RESIDENT,34,SCHOOL,0
NY_RESIDENT,35,SCHOOL,0
NY_RESIDENT,36,SCHOOL,0
NY_RESIDENT,37,SCHOOL,0
NY_RESIDENT,38,SCHOOL,0
NY_RESIDENT,39,SCHOOL,0
NY_RESIDENT,40,SCHOOL,0
NY_RESIDENT,41,SCHOOL,0
NY_RESIDENT,42,SCHOOL,0
NY_RESIDENT,43,SCHOOL,0
NY_RESIDENT,44,SCHOOL,0
NY_RESIDENT,45,SCHOOL,0
NY_RESIDENT,46,SCHOOL,0
NY_RESIDENT,47,SCHOOL,0
NY_RESIDENT,48,SCHOOL,0
NY_VISITOR,1,SCHOOL,0
NY_VISITOR,2,SCHOOL,0
NY_VISITOR,3,SCHOOL,0
NY_VISITOR,4,SCHOOL,0
NY_VISITOR,5,SCHOOL,0
NY_VISITOR,6,SCHOOL,0
NY_VISITOR,7,SCHOOL,0
NY_VISITOR,8,SCHOOL,0
NY_VISITOR,9,SCHOOL,0
NY_VISITOR,10,SCHOOL,0
NY_VISITOR,11,SCHOOL,0
NY_VISITOR,12,SCHOOL,0
NY_VISITOR,13,SCHOOL,0
NY_VISITOR,14,SCHOOL,0
NY_VISITOR,15,SCHOOL,0
NY_VISITOR,16,SCHOOL,0
NY_VISITOR,17,SCHOOL,0
NY_VISITOR,18,SCHOOL,0
NY_VISITOR,19,SCHOOL,0
NY_VISITOR,20,SCHOOL,0
NY_VISITOR,21,SCHOOL,0
NY_VISITOR,22,SCHOOL,0
NY_VISITOR,23,SCHOOL,0
NY_VISITOR,24,SCHOOL,0
NY_VISITOR,25,SCHOOL,0
NY_VISITOR,26,SCHOOL,0
NY_VISITOR,27,SCHOOL,0
NY_VISITOR,28,SCHOOL,0
NY_VISITOR,29,SCHOOL,0
NY_VISITOR,30,SCHOOL,0
NY_VISITOR,31,SCHOOL,0
NY_VISITOR,32,SCHOOL,0
NY_VISITOR,33,SCHOOL,0
NY_VISITOR,34,SCHOOL,0
NY_VISITOR,35,SCHOOL,0
NY_VISITOR,36,SCHOOL,0
NY_VISITOR,37,SCHOOL,0
NY_VISITOR,38,SCHOOL,0
NY_VISITOR,39,SCHOOL,0
NY_VISITOR,40,SCHOOL,0
NY_VISITOR,41,SCHOOL,0
NY_VISITOR,42,SCHOOL,0
NY_VISITOR,43,SCHOOL,0
NY_VISITOR,44,SCHOOL,0
NY_VISITOR,45,SCHOOL,0
NY_VISITOR,46,SCHOOL,0
NY_VISITOR,47,SCHOOL,0
NY_VISITOR,48,SCHOOL,0
