GEOID,County,Time of Day,Change in Percent Devices at Home
36103124601,Suffolk,Evening,19.4
36103124602,Suffolk,Evening,23.82
36103134702,Suffolk,Evening,15.15
36103134703,Suffolk,Evening,10.67
36103134704,Suffolk,Evening,17.89
36103134902,Suffolk,Evening,12.45
36103134903,Suffolk,Evening,38.05
36103134904,Suffolk,Evening,15.1
36103134906,Suffolk,Evening,19.7
36103134907,Suffolk,Evening,25.28
36103135002,Suffolk,Evening,20.99
36103135003,Suffolk,Evening,15.27
36103135004,Suffolk,Evening,16.63
36103135005,Suffolk,Evening,18.51
36103135101,Suffolk,Evening,13.52
36103135102,Suffolk,Evening,20.6
36103135103,Suffolk,Evening,14.72
36103135104,Suffolk,Evening,14.41
36103135201,Suffolk,Evening,32.27
36103135204,Suffolk,Evening,15.72
36103135205,Suffolk,Evening,16.51
36103135208,Suffolk,Evening,22.82
36103135209,Suffolk,Evening,19.85
36103135301,Suffolk,Evening,23.34
36103135303,Suffolk,Evening,20.35
36103135304,Suffolk,Evening,13.9
36103135401,Suffolk,Evening,15.45
36103135402,Suffolk,Evening,20.82
36103135403,Suffolk,Evening,18.74
36103145602,Suffolk,Evening,10.42
36103145603,Suffolk,Evening,11.69
36103145604,Suffolk,Evening,7.51
36103145605,Suffolk,Evening,23.54
36103145701,Suffolk,Evening,4.42
36103145702,Suffolk,Evening,17.46
36103145703,Suffolk,Evening,13.4
36103145704,Suffolk,Evening,11.1
36103145803,Suffolk,Evening,28.23
36103145804,Suffolk,Evening,13.46
36103145805,Suffolk,Evening,19.92
36103145807,Suffolk,Evening,25.09
36103145808,Suffolk,Evening,20.92
36103145901,Suffolk,Evening,16.54
36103145902,Suffolk,Evening,19.38
36103145903,Suffolk,Evening,14.54
36103146001,Suffolk,Evening,8.87
36103146002,Suffolk,Evening,15
36103146003,Suffolk,Evening,18.32
36103146102,Suffolk,Evening,13.67
36103146103,Suffolk,Evening,18.49
36103146105,Suffolk,Evening,22.48
36103146106,Suffolk,Evening,20.04
36103146201,Suffolk,Evening,11.06
36103146202,Suffolk,Evening,13.64
36103146203,Suffolk,Evening,18.28
36103146204,Suffolk,Evening,25.61
36103146205,Suffolk,Evening,15.33
36103146206,Suffolk,Evening,8.24
36103146300,Suffolk,Evening,3.7
36103146402,Suffolk,Evening,17.18
36103146403,Suffolk,Evening,9.89
36103146404,Suffolk,Evening,14.51
36103146500,Suffolk,Evening,18.17
36103146604,Suffolk,Evening,23.27
36103146605,Suffolk,Evening,22.19
36103146606,Suffolk,Evening,12.01
36103146607,Suffolk,Evening,12.64
36103146608,Suffolk,Evening,18.6
36103146611,Suffolk,Evening,11.73
36103146612,Suffolk,Evening,19.63
36103146613,Suffolk,Evening,15.24
36103146614,Suffolk,Evening,14.81
36103146615,Suffolk,Evening,9.07
36103146703,Suffolk,Evening,18.88
36103146704,Suffolk,Evening,17.71
36103146705,Suffolk,Evening,18.31
36103146706,Suffolk,Evening,25.07
36103146800,Suffolk,Evening,11.97
36103146901,Suffolk,Evening,22.41
36103146902,Suffolk,Evening,9.27
36103147001,Suffolk,Evening,18.04
36103147003,Suffolk,Evening,17.99
36103147004,Suffolk,Evening,21.62
36103147100,Suffolk,Evening,14.45
36103147200,Suffolk,Evening,12.85
36103147300,Suffolk,Evening,19.86
36103147401,Suffolk,Evening,16.53
36103147402,Suffolk,Evening,10.86
36103147501,Suffolk,Evening,15.92
36103147502,Suffolk,Evening,20.76
36103147503,Suffolk,Evening,28.09
36103147601,Suffolk,Evening,17.41
36103147602,Suffolk,Evening,20.08
36103147701,Suffolk,Evening,11.49
36103147702,Suffolk,Evening,18.86
36103147802,Suffolk,Evening,12.54
36103147803,Suffolk,Evening,8.95
36103147804,Suffolk,Evening,15.78
36103147901,Suffolk,Evening,14.91
36103147902,Suffolk,Evening,25.81
36103158001,Suffolk,Evening,19.76
36103158002,Suffolk,Evening,19.64
36103158006,Suffolk,Evening,14.27
36103158007,Suffolk,Evening,-58.16
36103158009,Suffolk,Evening,15.55
36103158010,Suffolk,Evening,20.27
36103158011,Suffolk,Evening,15.32
36103158102,Suffolk,Evening,16.94
36103158103,Suffolk,Evening,17.09
36103158104,Suffolk,Evening,22.26
36103158107,Suffolk,Evening,19.05
36103158108,Suffolk,Evening,15.6
36103158110,Suffolk,Evening,21.59
36103158111,Suffolk,Evening,14.31
36103158112,Suffolk,Evening,12.91
36103158114,Suffolk,Evening,17.95
36103158115,Suffolk,Evening,11.73
36103158116,Suffolk,Evening,3.95
36103158202,Suffolk,Evening,14.67
36103158203,Suffolk,Evening,12.3
36103158205,Suffolk,Evening,23.17
36103158206,Suffolk,Evening,24.32
36103158207,Suffolk,Evening,10.26
36103158304,Suffolk,Evening,20.04
36103158306,Suffolk,Evening,13.5
36103158308,Suffolk,Evening,15.82
36103158309,Suffolk,Evening,11.73
36103158310,Suffolk,Evening,15.3
36103158315,Suffolk,Evening,18.64
36103158317,Suffolk,Evening,21.38
36103158318,Suffolk,Evening,8.22
36103158319,Suffolk,Evening,10.79
36103158320,Suffolk,Evening,19.56
36103158321,Suffolk,Evening,9.98
36103158322,Suffolk,Evening,15.68
36103158323,Suffolk,Evening,19.51
36103158401,Suffolk,Evening,21.74
36103158402,Suffolk,Evening,24.38
36103158403,Suffolk,Evening,14.43
36103158405,Suffolk,Evening,15.86
36103158407,Suffolk,Evening,9.24
36103158408,Suffolk,Evening,16.93
36103158409,Suffolk,Evening,8.28
36103158410,Suffolk,Evening,11.56
36103158502,Suffolk,Evening,22.98
36103158505,Suffolk,Evening,9.71
36103158506,Suffolk,Evening,22.43
36103158507,Suffolk,Evening,12.04
36103158508,Suffolk,Evening,16.57
36103158509,Suffolk,Evening,10.75
36103158510,Suffolk,Evening,12.21
36103158511,Suffolk,Evening,11.29
36103158512,Suffolk,Evening,20.11
36103158604,Suffolk,Evening,11.8
36103158605,Suffolk,Evening,12.87
36103158606,Suffolk,Evening,12.19
36103158607,Suffolk,Evening,6.18
36103158608,Suffolk,Evening,11.59
36103158609,Suffolk,Evening,15.46
36103158704,Suffolk,Evening,21.25
36103158705,Suffolk,Evening,16.38
36103158707,Suffolk,Evening,17.87
36103158708,Suffolk,Evening,12.81
36103158709,Suffolk,Evening,18.15
36103158710,Suffolk,Evening,6.83
36103158711,Suffolk,Evening,15.1
36103158712,Suffolk,Evening,15.76
36103158802,Suffolk,Evening,20.02
36103158803,Suffolk,Evening,20.27
36103158804,Suffolk,Evening,15.73
36103158900,Suffolk,Evening,17.39
36103159000,Suffolk,Evening,18.89
36103159102,Suffolk,Evening,13.94
36103159103,Suffolk,Evening,16.99
36103159105,Suffolk,Evening,12.42
36103159106,Suffolk,Evening,14.14
36103159107,Suffolk,Evening,18.93
36103159108,Suffolk,Evening,18.64
36103159201,Suffolk,Evening,17.03
36103159203,Suffolk,Evening,28.04
36103159204,Suffolk,Evening,7.14
36103159300,Suffolk,Evening,24.37
36103159404,Suffolk,Evening,15.07
36103159406,Suffolk,Evening,16.97
36103159407,Suffolk,Evening,12.96
36103159408,Suffolk,Evening,21.81
36103159410,Suffolk,Evening,16.23
36103159411,Suffolk,Evening,16.99
36103159412,Suffolk,Evening,18.71
36103159505,Suffolk,Evening,13.85
36103159506,Suffolk,Evening,19.08
36103159508,Suffolk,Evening,6.45
36103159509,Suffolk,Evening,11.95
36103159510,Suffolk,Evening,16.52
36103159511,Suffolk,Evening,17.2
36103159512,Suffolk,Evening,21.53
36103159601,Suffolk,Evening,11.97
36103159602,Suffolk,Evening,12.8
36103169701,Suffolk,Evening,12.22
36103169703,Suffolk,Evening,42.75
36103169704,Suffolk,Evening,10.01
36103169800,Suffolk,Evening,13.8
36103169901,Suffolk,Evening,7.36
36103169902,Suffolk,Evening,15.07
36103170001,Suffolk,Evening,14.72
36103170002,Suffolk,Evening,12.75
36103170101,Suffolk,Evening,1.71
36103170201,Suffolk,Evening,0.59
36103170202,Suffolk,Evening,16.19
36103180300,Suffolk,Evening,23.87
36103190401,Suffolk,Evening,13.08
36103190402,Suffolk,Evening,16.35
36103190403,Suffolk,Evening,8.92
36103190502,Suffolk,Evening,17.34
36103190503,Suffolk,Evening,15.36
36103190504,Suffolk,Evening,4.4
36103190601,Suffolk,Evening,15.79
36103190603,Suffolk,Evening,19.53
36103190604,Suffolk,Evening,13.34
36103190704,Suffolk,Evening,15.13
36103190705,Suffolk,Evening,17.9
36103190706,Suffolk,Evening,21.13
36103190707,Suffolk,Evening,17.82
36103190708,Suffolk,Evening,-0.94
36103190800,Suffolk,Evening,32.16
36103200901,Suffolk,Evening,10.06
36103200902,Suffolk,Evening,4.62
36103201001,Suffolk,Evening,27.93
36103201003,Suffolk,Evening,19.49
36103201004,Suffolk,Evening,9.66
36103201100,Suffolk,Evening,17.59
36119000101,Westchester,Evening,19.66
36119000103,Westchester,Evening,6.27
36119000104,Westchester,Evening,50.42
36119000201,Westchester,Evening,9.31
36119000202,Westchester,Evening,19.1
36119000203,Westchester,Evening,5.06
36119000300,Westchester,Evening,17.66
36119000401,Westchester,Evening,8.93
36119000402,Westchester,Evening,9.79
36119000500,Westchester,Evening,8.77
36119000600,Westchester,Evening,14.02
36119000701,Westchester,Evening,23.45
36119000702,Westchester,Evening,23.28
36119000801,Westchester,Evening,16.64
36119000802,Westchester,Evening,19.3
36119000803,Westchester,Evening,18.87
36119000900,Westchester,Evening,23.74
36119001000,Westchester,Evening,13.96
36119001101,Westchester,Evening,7.92
36119001102,Westchester,Evening,19.41
36119001200,Westchester,Evening,6.82
36119001301,Westchester,Evening,4.96
36119001302,Westchester,Evening,3.61
36119001303,Westchester,Evening,15.44
36119001401,Westchester,Evening,17.53
36119001402,Westchester,Evening,13.84
36119001403,Westchester,Evening,17.75
36119001502,Westchester,Evening,25.65
36119001503,Westchester,Evening,3.09
36119001504,Westchester,Evening,2.09
36119001505,Westchester,Evening,23.76
36119001600,Westchester,Evening,7.23
36119001700,Westchester,Evening,23.67
36119001800,Westchester,Evening,13.18
36119001900,Westchester,Evening,13.45
36119002000,Westchester,Evening,10.53
36119002101,Westchester,Evening,25.49
36119002103,Westchester,Evening,16.09
36119002104,Westchester,Evening,13.67
36119002105,Westchester,Evening,23.41
36119002106,Westchester,Evening,20.66
36119002107,Westchester,Evening,4.93
36119002201,Westchester,Evening,27.14
36119002202,Westchester,Evening,22.89
36119002203,Westchester,Evening,4.77
36119002204,Westchester,Evening,4.62
36119002300,Westchester,Evening,18.73
36119002401,Westchester,Evening,2.28
36119002402,Westchester,Evening,10.76
36119002403,Westchester,Evening,21.6
36119002404,Westchester,Evening,18.47
36119002405,Westchester,Evening,-0.04
36119002600,Westchester,Evening,5.51
36119002700,Westchester,Evening,3.66
36119002800,Westchester,Evening,20.43
36119002900,Westchester,Evening,11.64
36119003000,Westchester,Evening,12
36119003100,Westchester,Evening,8.03
36119003200,Westchester,Evening,16.16
36119003300,Westchester,Evening,17.26
36119003400,Westchester,Evening,9.09
36119003500,Westchester,Evening,7.96
36119003600,Westchester,Evening,7.39
36119003700,Westchester,Evening,7.68
36119003800,Westchester,Evening,20.89
36119003900,Westchester,Evening,32.12
36119004000,Westchester,Evening,11.94
36119004100,Westchester,Evening,11.02
36119004200,Westchester,Evening,7.98
36119004300,Westchester,Evening,26.5
36119004400,Westchester,Evening,17.56
36119004500,Westchester,Evening,14.17
36119004600,Westchester,Evening,2.99
36119004700,Westchester,Evening,11.62
36119004800,Westchester,Evening,25.78
36119004900,Westchester,Evening,19.34
36119005001,Westchester,Evening,16.84
36119005002,Westchester,Evening,9.3
36119005100,Westchester,Evening,14.96
36119005200,Westchester,Evening,17.25
36119005300,Westchester,Evening,14.53
36119005400,Westchester,Evening,18.11
36119005500,Westchester,Evening,25.17
36119005701,Westchester,Evening,13.75
36119005702,Westchester,Evening,13.12
36119005800,Westchester,Evening,9.11
36119005901,Westchester,Evening,8.41
36119005902,Westchester,Evening,24.07
36119006000,Westchester,Evening,4.47
36119006100,Westchester,Evening,8.3
36119006200,Westchester,Evening,8.5
36119006300,Westchester,Evening,16.78
36119006400,Westchester,Evening,21.02
36119006500,Westchester,Evening,5.15
36119006600,Westchester,Evening,5.61
36119006700,Westchester,Evening,26.62
36119006801,Westchester,Evening,17.72
36119006802,Westchester,Evening,17.53
36119006900,Westchester,Evening,21.78
36119007000,Westchester,Evening,33.46
36119007100,Westchester,Evening,9.88
36119007200,Westchester,Evening,17.67
36119007300,Westchester,Evening,15.72
36119007401,Westchester,Evening,9.79
36119007402,Westchester,Evening,30.32
36119007500,Westchester,Evening,18.9
36119007600,Westchester,Evening,13.28
36119007700,Westchester,Evening,20.66
36119007800,Westchester,Evening,6.37
36119007900,Westchester,Evening,14.72
36119008000,Westchester,Evening,13.58
36119008100,Westchester,Evening,17.24
36119008200,Westchester,Evening,15.26
36119008301,Westchester,Evening,10.12
36119008302,Westchester,Evening,26.04
36119008401,Westchester,Evening,4.48
36119008403,Westchester,Evening,19
36119008404,Westchester,Evening,12.5
36119008500,Westchester,Evening,33.2
36119008602,Westchester,Evening,2.74
36119008700,Westchester,Evening,20.12
36119008800,Westchester,Evening,22.1
36119008901,Westchester,Evening,10.74
36119008902,Westchester,Evening,28.5
36119009000,Westchester,Evening,7.57
36119009100,Westchester,Evening,11.53
36119009200,Westchester,Evening,13.66
36119009300,Westchester,Evening,10.2
36119009400,Westchester,Evening,9.22
36119009500,Westchester,Evening,5.72
36119009600,Westchester,Evening,1.7
36119009701,Westchester,Evening,26.32
36119009702,Westchester,Evening,21.66
36119009703,Westchester,Evening,18.85
36119009800,Westchester,Evening,12.7
36119009900,Westchester,Evening,16.83
36119010000,Westchester,Evening,24.49
36119010100,Westchester,Evening,29.63
36119010200,Westchester,Evening,16.2
36119010300,Westchester,Evening,16.12
36119010400,Westchester,Evening,8.96
36119010500,Westchester,Evening,11.64
36119010600,Westchester,Evening,11.2
36119010701,Westchester,Evening,31.01
36119010702,Westchester,Evening,23.59
36119010801,Westchester,Evening,6.47
36119010803,Westchester,Evening,20.97
36119010804,Westchester,Evening,13.24
36119010901,Westchester,Evening,4.37
36119010902,Westchester,Evening,3.37
36119010903,Westchester,Evening,11.91
36119011000,Westchester,Evening,12.61
36119011101,Westchester,Evening,21.28
36119011102,Westchester,Evening,24.22
36119011200,Westchester,Evening,22.6
36119011300,Westchester,Evening,16.07
36119011400,Westchester,Evening,15.2
36119011500,Westchester,Evening,22.52
36119011600,Westchester,Evening,16.46
36119011700,Westchester,Evening,15.07
36119011800,Westchester,Evening,-14.47
36119011902,Westchester,Evening,9
36119012000,Westchester,Evening,13.51
36119012101,Westchester,Evening,16.65
36119012102,Westchester,Evening,12.43
36119012200,Westchester,Evening,16.56
36119012301,Westchester,Evening,11.04
36119012303,Westchester,Evening,17.45
36119012304,Westchester,Evening,15.46
36119012400,Westchester,Evening,8.59
36119012501,Westchester,Evening,11.56
36119012502,Westchester,Evening,22.07
36119012503,Westchester,Evening,8.64
36119012600,Westchester,Evening,22.23
36119012700,Westchester,Evening,13.82
36119012802,Westchester,Evening,13.66
36119012900,Westchester,Evening,17.58
36119013000,Westchester,Evening,15.06
36119013102,Westchester,Evening,27.65
36119013103,Westchester,Evening,26.6
36119013104,Westchester,Evening,21.72
36119013201,Westchester,Evening,22.93
36119013202,Westchester,Evening,31.1
36119013301,Westchester,Evening,11.15
36119013304,Westchester,Evening,20.41
36119013400,Westchester,Evening,15.73
36119013500,Westchester,Evening,13.15
36119013600,Westchester,Evening,12.42
36119013700,Westchester,Evening,26.64
36119013800,Westchester,Evening,21.7
36119013900,Westchester,Evening,9.05
36119014000,Westchester,Evening,-3.25
36119014100,Westchester,Evening,12.56
36119014200,Westchester,Evening,12.43
36119014300,Westchester,Evening,9.78
36119014400,Westchester,Evening,9.18
36119014500,Westchester,Evening,9.1
36119014604,Westchester,Evening,18.2
36119014605,Westchester,Evening,15.53
36119014606,Westchester,Evening,19.48
36119014607,Westchester,Evening,-28.48
36119014701,Westchester,Evening,12.99
36119014703,Westchester,Evening,17.14
36119014704,Westchester,Evening,24.28
36119014804,Westchester,Evening,16.46
36119014805,Westchester,Evening,18.11
36119014806,Westchester,Evening,10.47
36119014808,Westchester,Evening,19.97
36119014809,Westchester,Evening,10.62
36119014810,Westchester,Evening,9.31
36119014811,Westchester,Evening,26.42
36119014901,Westchester,Evening,22
36119014903,Westchester,Evening,20.45
36119014907,Westchester,Evening,15.79
36119014908,Westchester,Evening,17.53
36119014909,Westchester,Evening,19.24
36119015000,Westchester,Evening,22.63
36119981000,Westchester,Evening,-3.76
36119982000,Westchester,Evening,-89.17
36119983000,Westchester,Evening,6.94
36119984000,Westchester,Evening,55.71
36119985000,Westchester,Evening,-75.28
42103950102,Pike,Evening,16.6
42103950103,Pike,Evening,11.26
42103950104,Pike,Evening,7.23
42103950201,Pike,Evening,23.66
42103950202,Pike,Evening,7.62
42103950301,Pike,Evening,10.98
42103950302,Pike,Evening,-5.42
42103950501,Pike,Evening,-7.53
42103950502,Pike,Evening,13.44
42103950601,Pike,Evening,12.02
42103950603,Pike,Evening,0.72
42103950605,Pike,Evening,15.15
42103950606,Pike,Evening,22.96
42103950701,Pike,Evening,8.58
42103950702,Pike,Evening,2.35
42103950801,Pike,Evening,5.19
42103950802,Pike,Evening,18.77
42103950900,Pike,Evening,8.6
34003001000,Bergen,Night,4.02
34003002100,Bergen,Night,-13.31
34003002200,Bergen,Night,2.13
34003002300,Bergen,Night,3.69
34003003100,Bergen,Night,3.56
34003003200,Bergen,Night,-0.37
34003003300,Bergen,Night,0.92
34003003401,Bergen,Night,16.45
34003003402,Bergen,Night,-8.17
34003003500,Bergen,Night,3.92
34003004001,Bergen,Night,2.94
34003004002,Bergen,Night,-1.02
34003005000,Bergen,Night,2.86
34003006100,Bergen,Night,4.05
34003006201,Bergen,Night,4.85
34003006202,Bergen,Night,11.67
34003006300,Bergen,Night,3.46
34003007001,Bergen,Night,2.53
34003007002,Bergen,Night,2.61
34003008000,Bergen,Night,6.25
34003009100,Bergen,Night,0.58
34003009200,Bergen,Night,-1.46
34003010100,Bergen,Night,-0.85
34003010200,Bergen,Night,1.34
34003010300,Bergen,Night,2.62
34003011100,Bergen,Night,-0.31
34003011200,Bergen,Night,4.56
34003011300,Bergen,Night,-0.98
34003011400,Bergen,Night,2.85
34003012001,Bergen,Night,3.27
34003012002,Bergen,Night,4.54
34003013001,Bergen,Night,2.33
34003013002,Bergen,Night,-1.97
34003014000,Bergen,Night,5.9
34003015100,Bergen,Night,15.06
34003015200,Bergen,Night,4.52
34003015300,Bergen,Night,-0.24
34003015400,Bergen,Night,2.42
34003015500,Bergen,Night,7.81
34003016000,Bergen,Night,-2.82
34003017100,Bergen,Night,1.85
34003017200,Bergen,Night,2.72
34003017300,Bergen,Night,3.06
34003017400,Bergen,Night,0.61
34003017500,Bergen,Night,4.18
34003018100,Bergen,Night,6.32
34003018200,Bergen,Night,4.85
34003019102,Bergen,Night,-5.96
34003019103,Bergen,Night,5.23
34003019104,Bergen,Night,-0.89
34003019202,Bergen,Night,6.5
34003019203,Bergen,Night,12.2
34003019204,Bergen,Night,2.23
34003019303,Bergen,Night,4.27
34003019304,Bergen,Night,3.17
34003019305,Bergen,Night,-1.26
34003019306,Bergen,Night,7.95
34003020100,Bergen,Night,5.77
34003020200,Bergen,Night,1.85
34003021100,Bergen,Night,3.15
34003021200,Bergen,Night,2.31
34003021300,Bergen,Night,-2.86
34003021400,Bergen,Night,-2.11
34003021500,Bergen,Night,3.63
34003021600,Bergen,Night,0.57
34003022100,Bergen,Night,4.69
34003022200,Bergen,Night,7.12
34003023100,Bergen,Night,1.42
34003023200,Bergen,Night,2.5
34003023301,Bergen,Night,3.89
34003023302,Bergen,Night,2.2
34003023401,Bergen,Night,-9.15
34003023402,Bergen,Night,5.59
34003023501,Bergen,Night,13.76
34003023502,Bergen,Night,7.78
34003023601,Bergen,Night,6.61
34003023602,Bergen,Night,1.85
34003024100,Bergen,Night,2.01
34003024200,Bergen,Night,0.64
34003025100,Bergen,Night,1.24
34003025200,Bergen,Night,6.59
34003026100,Bergen,Night,-1.61
34003026200,Bergen,Night,-0.14
34003027000,Bergen,Night,0.34
34003028001,Bergen,Night,6.75
34003028002,Bergen,Night,-0.56
34003029100,Bergen,Night,2.44
34003029200,Bergen,Night,0.27
34003030100,Bergen,Night,2.08
34003030200,Bergen,Night,-0.3
34003030300,Bergen,Night,0.62
34003030400,Bergen,Night,0.21
34003031100,Bergen,Night,1.03
34003031200,Bergen,Night,3.58
34003031300,Bergen,Night,1.42
34003031400,Bergen,Night,0.79
34003032102,Bergen,Night,3.32
34003032103,Bergen,Night,6.27
34003032104,Bergen,Night,-30.59
34003032201,Bergen,Night,-1.01
34003032202,Bergen,Night,3.81
34003033100,Bergen,Night,-1.2
34003033200,Bergen,Night,1.45
34003033300,Bergen,Night,5.54
34003034000,Bergen,Night,5.69
34003035100,Bergen,Night,1.95
34003035200,Bergen,Night,3.44
34003036100,Bergen,Night,0.22
34003036200,Bergen,Night,2.28
34003037100,Bergen,Night,1.81
34003037201,Bergen,Night,4.99
34003037202,Bergen,Night,-2.22
34003038100,Bergen,Night,-2.64
34003038200,Bergen,Night,1.42
34003038300,Bergen,Night,3.24
34003039100,Bergen,Night,4.49
34003039200,Bergen,Night,3.05
34003039300,Bergen,Night,10.14
34003040001,Bergen,Night,0.34
34003040002,Bergen,Night,2.17
34003041100,Bergen,Night,5
34003041200,Bergen,Night,2.58
34003041301,Bergen,Night,4.1
34003041302,Bergen,Night,0.88
34003042100,Bergen,Night,4.58
34003042301,Bergen,Night,2.9
34003042302,Bergen,Night,4.61
34003042400,Bergen,Night,-3.63
34003042500,Bergen,Night,2.73
34003043001,Bergen,Night,0.91
34003043002,Bergen,Night,-2.51
34003044100,Bergen,Night,2.13
34003044201,Bergen,Night,4.66
34003044202,Bergen,Night,2.44
34003045100,Bergen,Night,3.9
34003045200,Bergen,Night,-4.7
34003046100,Bergen,Night,-2.7
34003046200,Bergen,Night,1.19
34003046300,Bergen,Night,8.47
34003047100,Bergen,Night,8.26
34003047200,Bergen,Night,2.07
34003047300,Bergen,Night,-4.58
34003047400,Bergen,Night,5.39
34003047500,Bergen,Night,2.83
34003048100,Bergen,Night,0.13
34003048200,Bergen,Night,2.99
34003049001,Bergen,Night,4.36
34003049002,Bergen,Night,8.93
34003050000,Bergen,Night,-0.24
34003051100,Bergen,Night,-8.36
34003051200,Bergen,Night,4.58
34003051300,Bergen,Night,6.26
34003051400,Bergen,Night,-2.05
34003052100,Bergen,Night,1.45
34003052200,Bergen,Night,-2.04
34003053100,Bergen,Night,7.92
34003053200,Bergen,Night,2.27
34003054100,Bergen,Night,5.13
34003054200,Bergen,Night,6.63
34003054300,Bergen,Night,1.35
34003054400,Bergen,Night,0.39
34003054500,Bergen,Night,7.37
34003054600,Bergen,Night,1.66
34003055100,Bergen,Night,0.92
34003055200,Bergen,Night,1.21
34003056100,Bergen,Night,-1.02
34003056200,Bergen,Night,0.96
34003057101,Bergen,Night,1.6
34003057102,Bergen,Night,6.12
34003057200,Bergen,Night,-1.95
34003058100,Bergen,Night,1.74
34003058200,Bergen,Night,-0.07
34003059100,Bergen,Night,0.22
34003059200,Bergen,Night,1.3
34003060000,Bergen,Night,3.05
34003061100,Bergen,Night,-1.48
34003061200,Bergen,Night,3.87
34003061300,Bergen,Night,7
34003061400,Bergen,Night,3.09
34013000100,Essex,Night,5.01
34013000200,Essex,Night,-3.57
34013000300,Essex,Night,4.94
34013000400,Essex,Night,-1.17
34013000500,Essex,Night,-8.82
34013000600,Essex,Night,1.9
34013000700,Essex,Night,-3.4
34013000800,Essex,Night,-9.39
34013000900,Essex,Night,1.3
34013001000,Essex,Night,1
34013001100,Essex,Night,-24.15
34013001300,Essex,Night,8.4
34013001400,Essex,Night,-6.79
34013001500,Essex,Night,-1.64
34013001600,Essex,Night,5.79
34013001700,Essex,Night,7.57
34013001800,Essex,Night,6.02
34013001900,Essex,Night,-0.08
34013002000,Essex,Night,1.21
34013002100,Essex,Night,-1.34
34013002201,Essex,Night,-3.08
34013002202,Essex,Night,-5.96
34013002300,Essex,Night,0.63
34013002400,Essex,Night,-2.33
34013002500,Essex,Night,0.38
34013002600,Essex,Night,8.72
34013002800,Essex,Night,-0.82
34013003100,Essex,Night,1.74
34013003500,Essex,Night,-2.45
34013003700,Essex,Night,9.71
34013003800,Essex,Night,2.01
34013003900,Essex,Night,5.82
34013004100,Essex,Night,3.41
34013004200,Essex,Night,2.6
34013004300,Essex,Night,2.24
34013004400,Essex,Night,-8.34
34013004500,Essex,Night,-2.54
34013004600,Essex,Night,-0.66
34013004700,Essex,Night,4.11
34013004801,Essex,Night,-3.12
34013004802,Essex,Night,5.69
34013004900,Essex,Night,8.83
34013005000,Essex,Night,-3.66
34013005100,Essex,Night,-1.45
34013005200,Essex,Night,-4.7
34013005300,Essex,Night,6.69
34013005400,Essex,Night,-0.41
34013005700,Essex,Night,-1
34013006200,Essex,Night,-3.31
34013006400,Essex,Night,-2.38
34013006600,Essex,Night,16.97
34013006700,Essex,Night,2.31
34013006800,Essex,Night,0.05
34013006900,Essex,Night,-4.28
34013007000,Essex,Night,0.58
34013007100,Essex,Night,-2.03
34013007200,Essex,Night,-0.07
34013007300,Essex,Night,0.44
34013007400,Essex,Night,-5.51
34013007501,Essex,Night,-4.36
34013007502,Essex,Night,-1.01
34013007600,Essex,Night,5.49
34013007700,Essex,Night,9.27
34013007800,Essex,Night,2.08
34013007900,Essex,Night,4.35
34013008000,Essex,Night,2.34
34013008100,Essex,Night,1.01
34013008200,Essex,Night,2.97
34013008700,Essex,Night,2.37
34013008800,Essex,Night,-1.94
34013008900,Essex,Night,-3.62
34013009000,Essex,Night,0.16
34013009100,Essex,Night,-0.63
34013009200,Essex,Night,-3.68
34013009300,Essex,Night,4.53
34013009400,Essex,Night,-2.25
34013009500,Essex,Night,0.06
34013009600,Essex,Night,4.21
34013009700,Essex,Night,0.92
34013009900,Essex,Night,-0.31
34013010000,Essex,Night,4.06
34013010100,Essex,Night,7.18
34013010200,Essex,Night,1.91
34013010300,Essex,Night,7.13
34013010400,Essex,Night,-5.14
34013010500,Essex,Night,2.88
34013010600,Essex,Night,3.48
34013010700,Essex,Night,0.44
34013010800,Essex,Night,-1.92
34013010900,Essex,Night,11.75
34013011100,Essex,Night,3.2
34013011200,Essex,Night,1.92
34013011300,Essex,Night,5.91
34013011400,Essex,Night,0.61
34013011500,Essex,Night,3.88
34013011600,Essex,Night,-7.37
34013011700,Essex,Night,0.51
34013011800,Essex,Night,-3.01
34013011900,Essex,Night,7.77
34013012000,Essex,Night,3.17
34013012100,Essex,Night,1.7
34013012200,Essex,Night,1.43
34013012300,Essex,Night,-4.14
34013012400,Essex,Night,1.73
34013012500,Essex,Night,-2.74
34013012600,Essex,Night,-3.19
34013012700,Essex,Night,-3.76
34013012800,Essex,Night,-1.63
34013012900,Essex,Night,2.02
34013013000,Essex,Night,2.17
34013013100,Essex,Night,0.57
34013013200,Essex,Night,1.13
34013013300,Essex,Night,6.04
34013013400,Essex,Night,0.53
34013013500,Essex,Night,6.61
34013013600,Essex,Night,2.78
34013013700,Essex,Night,5.19
34013013800,Essex,Night,0.2
34013013900,Essex,Night,-0.78
34013014000,Essex,Night,3.43
34013014100,Essex,Night,7.95
34013014200,Essex,Night,0.68
34013014300,Essex,Night,3.54
34013014400,Essex,Night,0.64
34013014500,Essex,Night,3.31
34013014600,Essex,Night,5.41
34013014700,Essex,Night,3.62
34013014800,Essex,Night,4.63
34013014900,Essex,Night,1.49
34013015000,Essex,Night,3.05
34013015100,Essex,Night,-0.6
34013015200,Essex,Night,8.78
34013015300,Essex,Night,-0.77
34013015400,Essex,Night,-0.58
