Person Type Scenario,Period,Location,Percent Active Devices
Resident Weekday Before,13,WORK,7.05
Resident Weekday Before,14,WORK,9.07
Resident Weekday Before,15,WORK,13.37
Resident Weekday Before,16,WORK,19.63
Resident Weekday Before,17,WORK,26.64
Resident Weekday Before,18,WORK,31.85
Resident Weekday Before,19,WORK,36.14
Resident Weekday Before,20,WORK,38.35
Resident Weekday Before,21,WORK,39.76
Resident Weekday Before,22,WORK,40.70
Resident Weekday Before,23,WORK,41.33
Resident Weekday Before,24,WORK,41.74
Resident Weekday Before,25,WORK,41.53
Resident Weekday Before,26,WORK,41.49
Resident Weekday Before,27,WORK,41.53
Resident Weekday Before,28,WORK,41.41
Resident Weekday Before,29,WORK,41.05
Resident Weekday Before,30,WORK,39.43
Resident Weekday Before,31,WORK,36.66
Resident Weekday Before,32,WORK,33.59
Resident Weekday Before,33,WORK,30.40
Resident Weekday Before,34,WORK,26.99
Resident Weekday Before,35,WORK,22.48
Resident Weekday Before,36,WORK,18.69
Resident Weekday Before,37,WORK,15.61
Resident Weekday Before,38,WORK,13.46
Resident Weekday Before,39,WORK,11.72
Resident Weekday Before,40,WORK,10.64
Resident Weekday Before,41,WORK,9.56
Resident Weekday Before,42,WORK,8.80
Resident Weekday Before,43,WORK,8.05
Resident Weekday Before,44,WORK,7.50
Resident Weekday Before,45,WORK,6.85
Resident Weekday Before,46,WORK,6.38
Resident Weekday Before,47,WORK,5.77
Resident Weekday Before,48,WORK,5.40
Resident Weekday Before,1,OTHER,8.02
Resident Weekday Before,2,OTHER,7.49
Resident Weekday Before,3,OTHER,7.03
Resident Weekday Before,4,OTHER,6.73
Resident Weekday Before,5,OTHER,6.49
Resident Weekday Before,6,OTHER,6.30
Resident Weekday Before,7,OTHER,6.13
Resident Weekday Before,8,OTHER,6.08
Resident Weekday Before,9,OTHER,6.16
Resident Weekday Before,10,OTHER,6.39
Resident Weekday Before,11,OTHER,6.93
Resident Weekday Before,12,OTHER,7.73
Resident Weekday Before,13,OTHER,8.66
Resident Weekday Before,14,OTHER,9.79
Resident Weekday Before,15,OTHER,11.17
Resident Weekday Before,16,OTHER,12.79
Resident Weekday Before,17,OTHER,14.15
Resident Weekday Before,18,OTHER,15.32
Resident Weekday Before,19,OTHER,16.08
Resident Weekday Before,20,OTHER,17.14
Resident Weekday Before,21,OTHER,18.06
Resident Weekday Before,22,OTHER,18.67
Resident Weekday Before,23,OTHER,19.13
Resident Weekday Before,24,OTHER,19.47
Resident Weekday Before,25,OTHER,19.76
Resident Weekday Before,26,OTHER,20.24
Resident Weekday Before,27,OTHER,20.11
Resident Weekday Before,28,OTHER,20.08
Resident Weekday Before,29,OTHER,19.76
Resident Weekday Before,30,OTHER,19.63
Resident Weekday Before,31,OTHER,19.21
Resident Weekday Before,32,OTHER,19.33
Resident Weekday Before,33,OTHER,19.83
Resident Weekday Before,34,OTHER,20.18
Resident Weekday Before,35,OTHER,20.72
Resident Weekday Before,36,OTHER,20.83
Resident Weekday Before,37,OTHER,21.23
Resident Weekday Before,38,OTHER,21.45
Resident Weekday Before,39,OTHER,21.25
Resident Weekday Before,40,OTHER,21.19
Resident Weekday Before,41,OTHER,19.85
Resident Weekday Before,42,OTHER,18.16
Resident Weekday Before,43,OTHER,16.06
Resident Weekday Before,44,OTHER,14.39
Resident Weekday Before,45,OTHER,12.79
Resident Weekday Before,46,OTHER,11.78
Resident Weekday Before,47,OTHER,10.50
Resident Weekday Before,48,OTHER,9.90
Resident Weekday After,1,HOME,92.17
Resident Weekday After,2,HOME,92.52
Resident Weekday After,3,HOME,92.84
Resident Weekday After,4,HOME,93.01
Resident Weekday After,5,HOME,93.15
Resident Weekday After,6,HOME,93.18
Resident Weekday After,7,HOME,93.25
Resident Weekday After,8,HOME,93.19
Resident Weekday After,9,HOME,93.16
Resident Weekday After,10,HOME,93.04
Resident Weekday After,11,HOME,92.52
Resident Weekday After,12,HOME,91.67
Resident Weekday After,13,HOME,90.50
Resident Weekday After,14,HOME,88.60
Resident Weekday After,15,HOME,85.99
Resident Weekday After,16,HOME,83.99
Resident Weekday After,17,HOME,81.45
Resident Weekday After,18,HOME,79.46
Resident Weekday After,19,HOME,77.55
Resident Weekday After,20,HOME,76.35
Resident Weekday After,21,HOME,75.33
Resident Weekday After,22,HOME,74.66
Resident Weekday After,23,HOME,74.11
Resident Weekday After,24,HOME,73.62
Resident Weekday After,25,HOME,72.95
Resident Weekday After,26,HOME,72.86
Resident Weekday After,27,HOME,72.84
Resident Weekday After,28,HOME,72.77
Resident Weekday After,29,HOME,72.90
Resident Weekday After,30,HOME,73.13
Resident Weekday After,31,HOME,73.74
Resident Weekday After,32,HOME,74.75
Resident Weekday After,33,HOME,75.21
Resident Weekday After,34,HOME,76.44
Resident Weekday After,35,HOME,78.20
Resident Weekday After,36,HOME,79.69
Resident Weekday After,37,HOME,81.00
Resident Weekday After,38,HOME,82.04
Resident Weekday After,39,HOME,83.09
Resident Weekday After,40,HOME,83.59
Resident Weekday After,41,HOME,86.19
Resident Weekday After,42,HOME,87.02
Resident Weekday After,43,HOME,87.91
Resident Weekday After,44,HOME,88.45
Resident Weekday After,45,HOME,89.27
Resident Weekday After,46,HOME,89.87
Resident Weekday After,47,HOME,90.60
Resident Weekday After,48,HOME,91.15
Resident Weekday After,1,WORK,3.60
Resident Weekday After,2,WORK,3.45
Resident Weekday After,3,WORK,3.34
Resident Weekday After,4,WORK,3.28
Resident Weekday After,5,WORK,3.22
Resident Weekday After,6,WORK,3.23
Resident Weekday After,7,WORK,3.23
Resident Weekday After,8,WORK,3.28
Resident Weekday After,9,WORK,3.35
Resident Weekday After,10,WORK,3.43
Resident Weekday After,11,WORK,3.75
Resident Weekday After,12,WORK,4.23
Resident Weekday After,13,WORK,5.08
Resident Weekday After,14,WORK,6.42
Resident Weekday After,15,WORK,8.41
Resident Weekday After,16,WORK,9.87
Resident Weekday After,17,WORK,11.76
Resident Weekday After,18,WORK,13.18
Resident Weekday After,19,WORK,14.68
Resident Weekday After,20,WORK,15.45
Resident Weekday After,21,WORK,16.10
Resident Weekday After,22,WORK,16.48
Resident Weekday After,23,WORK,16.78
Resident Weekday After,24,WORK,17.04
Resident Weekday After,25,WORK,17.26
Resident Weekday After,26,WORK,17.27
Resident Weekday After,27,WORK,17.26
Resident Weekday After,28,WORK,17.22
Resident Weekday After,29,WORK,17.06
Resident Weekday After,30,WORK,16.80
Resident Weekday After,31,WORK,16.25
Resident Weekday After,32,WORK,15.25
Resident Weekday After,33,WORK,14.31
Resident Weekday After,34,WORK,12.94
Resident Weekday After,35,WORK,11.07
Resident Weekday After,36,WORK,9.66
Resident Weekday After,37,WORK,8.57
Resident Weekday After,38,WORK,7.80
Resident Weekday After,39,WORK,7.16
Resident Weekday After,40,WORK,6.80
Resident Weekday After,41,WORK,5.93
Resident Weekday After,42,WORK,5.61
Resident Weekday After,43,WORK,5.28
Resident Weekday After,44,WORK,5.06
Resident Weekday After,45,WORK,4.72
Resident Weekday After,46,WORK,4.47
Resident Weekday After,47,WORK,4.16
Resident Weekday After,48,WORK,3.92
Resident Weekday After,1,OTHER,4.24
Resident Weekday After,2,OTHER,4.03
Resident Weekday After,3,OTHER,3.82
Resident Weekday After,4,OTHER,3.71
Resident Weekday After,5,OTHER,3.63
Resident Weekday After,6,OTHER,3.59
Resident Weekday After,7,OTHER,3.52
Resident Weekday After,8,OTHER,3.53
Resident Weekday After,9,OTHER,3.49
Resident Weekday After,10,OTHER,3.52
Resident Weekday After,11,OTHER,3.74
Resident Weekday After,12,OTHER,4.10
Resident Weekday After,13,OTHER,4.43
Resident Weekday After,14,OTHER,4.98
Resident Weekday After,15,OTHER,5.59
Resident Weekday After,16,OTHER,6.14
Resident Weekday After,17,OTHER,6.79
Resident Weekday After,18,OTHER,7.37
Resident Weekday After,19,OTHER,7.77
Resident Weekday After,20,OTHER,8.20
Resident Weekday After,21,OTHER,8.58
Resident Weekday After,22,OTHER,8.87
Resident Weekday After,23,OTHER,9.11
Resident Weekday After,24,OTHER,9.34
Resident Weekday After,25,OTHER,9.79
Resident Weekday After,26,OTHER,9.87
Resident Weekday After,27,OTHER,9.90
Resident Weekday After,28,OTHER,10.01
Resident Weekday After,29,OTHER,10.04
Resident Weekday After,30,OTHER,10.07
Resident Weekday After,31,OTHER,10.01
Resident Weekday After,32,OTHER,10.00
Resident Weekday After,33,OTHER,10.47
Resident Weekday After,34,OTHER,10.62
Resident Weekday After,35,OTHER,10.73
Resident Weekday After,36,OTHER,10.65
Resident Weekday After,37,OTHER,10.43
Resident Weekday After,38,OTHER,10.16
Resident Weekday After,39,OTHER,9.75
Resident Weekday After,40,OTHER,9.61
Resident Weekday After,41,OTHER,7.88
Resident Weekday After,42,OTHER,7.37
Resident Weekday After,43,OTHER,6.81
Resident Weekday After,44,OTHER,6.49
Resident Weekday After,45,OTHER,6.01
Resident Weekday After,46,OTHER,5.65
Resident Weekday After,47,OTHER,5.24
Resident Weekday After,48,OTHER,4.92
Resident Weekend Before,1,HOME,81.36
Resident Weekend Before,2,HOME,82.66
Resident Weekend Before,3,HOME,83.87
Resident Weekend Before,4,HOME,84.68
Resident Weekend Before,5,HOME,85.43
Resident Weekend Before,6,HOME,85.88
Resident Weekend Before,7,HOME,86.20
Resident Weekend Before,8,HOME,86.55
Resident Weekend Before,9,HOME,86.81
Resident Weekend Before,10,HOME,86.85
Resident Weekend Before,11,HOME,86.76
Resident Weekend Before,12,HOME,86.35
Resident Weekend Before,13,HOME,85.57
Resident Weekend Before,14,HOME,84.50
Resident Weekend Before,15,HOME,82.88
Resident Weekend Before,16,HOME,81.27
Resident Weekend Before,17,HOME,79.10
Resident Weekend Before,18,HOME,77.00
Resident Weekend Before,19,HOME,74.19
Resident Weekend Before,20,HOME,71.74
Resident Weekend Before,21,HOME,69.10
Resident Weekend Before,22,HOME,67.14
Resident Weekend Before,23,HOME,65.28
Resident Weekend Before,24,HOME,64.03
Resident Weekend Before,25,HOME,63.14
Resident Weekend Before,26,HOME,62.25
Resident Weekend Before,27,HOME,61.86
Resident Weekend Before,28,HOME,61.55
Resident Weekend Before,29,HOME,61.77
Resident Weekend Before,30,HOME,62.02
Resident Weekend Before,31,HOME,62.53
Resident Weekend Before,32,HOME,63.17
Resident Weekend Before,33,HOME,63.82
Resident Weekend Before,34,HOME,64.36
Resident Weekend Before,35,HOME,64.89
Resident Weekend Before,36,HOME,65.36
Resident Weekend Before,37,HOME,66.03
Resident Weekend Before,38,HOME,66.42
Resident Weekend Before,39,HOME,67.80
Resident Weekend Before,40,HOME,68.34
Resident Weekend Before,41,HOME,69.82
Resident Weekend Before,42,HOME,71.41
Resident Weekend Before,43,HOME,73.45
Resident Weekend Before,44,HOME,75.26
Resident Weekend Before,45,HOME,77.27
Resident Weekend Before,46,HOME,79.16
Resident Weekend Before,47,HOME,81.15
Resident Weekend Before,48,HOME,82.38
Resident Weekend Before,1,WORK,4.85
Resident Weekend Before,2,WORK,4.54
Resident Weekend Before,3,WORK,4.32
Resident Weekend Before,4,WORK,4.18
Resident Weekend Before,5,WORK,4.08
Resident Weekend Before,6,WORK,4.03
Resident Weekend Before,7,WORK,3.97
Resident Weekend Before,8,WORK,3.94
Resident Weekend Before,9,WORK,3.93
Resident Weekend Before,10,WORK,3.99
Resident Weekend Before,11,WORK,4.12
Resident Weekend Before,12,WORK,4.35
Resident Weekend Before,13,WORK,4.81
Resident Weekend Before,14,WORK,5.31
Resident Weekend Before,15,WORK,6.14
Resident Weekend Before,16,WORK,6.77
Resident Weekend Before,17,WORK,7.60
Resident Weekend Before,18,WORK,8.33
Resident Weekend Before,19,WORK,9.21
Resident Weekend Before,20,WORK,9.84
Resident Weekend Before,21,WORK,10.54
Resident Weekend Before,22,WORK,10.97
Resident Weekend Before,23,WORK,11.41
Resident Weekend Before,24,WORK,11.66
Resident Weekend Before,25,WORK,11.90
Resident Weekend Before,26,WORK,11.90
Resident Weekend Before,27,WORK,11.83
Resident Weekend Before,28,WORK,11.78
Resident Weekend Before,29,WORK,11.63
Resident Weekend Before,30,WORK,11.48
Resident Weekend Before,31,WORK,11.32
Resident Weekend Before,32,WORK,10.98
Resident Weekend Before,33,WORK,10.62
Resident Weekend Before,34,WORK,10.25
Resident Weekend Before,35,WORK,9.87
Resident Weekend Before,36,WORK,9.49
Resident Weekend Before,37,WORK,8.95
Resident Weekend Before,38,WORK,8.55
Resident Weekend Before,39,WORK,7.99
Resident Weekend Before,40,WORK,7.70
Resident Weekend Before,41,WORK,7.30
Resident Weekend Before,42,WORK,7.00
Resident Weekend Before,43,WORK,6.66
Resident Weekend Before,44,WORK,6.37
Resident Weekend Before,45,WORK,5.99
Resident Weekend Before,46,WORK,5.70
Resident Weekend Before,47,WORK,5.27
Resident Weekend Before,48,WORK,4.99
Resident Weekend Before,1,OTHER,13.79
Resident Weekend Before,2,OTHER,12.80
Resident Weekend Before,3,OTHER,11.81
Resident Weekend Before,4,OTHER,11.14
Resident Weekend Before,5,OTHER,10.49
Resident Weekend Before,6,OTHER,10.09
Resident Weekend Before,7,OTHER,9.82
Resident Weekend Before,8,OTHER,9.51
Resident Weekend Before,9,OTHER,9.26
Resident Weekend Before,10,OTHER,9.16
Resident Weekend Before,11,OTHER,9.12
Resident Weekend Before,12,OTHER,9.30
Resident Weekend Before,13,OTHER,9.61
Resident Weekend Before,14,OTHER,10.19
Resident Weekend Before,15,OTHER,10.98
Resident Weekend Before,16,OTHER,11.96
Resident Weekend Before,17,OTHER,13.30
Resident Weekend Before,18,OTHER,14.67
Resident Weekend Before,19,OTHER,16.60
Resident Weekend Before,20,OTHER,18.42
Resident Weekend Before,21,OTHER,20.36
Resident Weekend Before,22,OTHER,21.89
Resident Weekend Before,23,OTHER,23.31
Resident Weekend Before,24,OTHER,24.31
Resident Weekend Before,25,OTHER,24.96
Resident Weekend Before,26,OTHER,25.86
Resident Weekend Before,27,OTHER,26.32
Resident Weekend Before,28,OTHER,26.67
Resident Weekend Before,29,OTHER,26.60
Resident Weekend Before,30,OTHER,26.49
Resident Weekend Before,31,OTHER,26.15
Resident Weekend Before,32,OTHER,25.85
Resident Weekend Before,33,OTHER,25.56
Resident Weekend Before,34,OTHER,25.40
Resident Weekend Before,35,OTHER,25.25
Resident Weekend Before,36,OTHER,25.15
Resident Weekend Before,37,OTHER,25.03
Resident Weekend Before,38,OTHER,25.03
Resident Weekend Before,39,OTHER,24.22
Resident Weekend Before,40,OTHER,23.96
Resident Weekend Before,41,OTHER,22.88
Resident Weekend Before,42,OTHER,21.58
Resident Weekend Before,43,OTHER,19.89
Resident Weekend Before,44,OTHER,18.38
Resident Weekend Before,45,OTHER,16.74
Resident Weekend Before,46,OTHER,15.14
Resident Weekend Before,47,OTHER,13.58
Resident Weekend Before,48,OTHER,12.62
Resident Weekend After,1,HOME,89.69
Resident Weekend After,2,HOME,90.18
Resident Weekend After,3,HOME,90.65
Resident Weekend After,4,HOME,90.90
Resident Weekend After,5,HOME,91.19
Resident Weekend After,6,HOME,91.35
Resident Weekend After,7,HOME,91.51
Resident Weekend After,8,HOME,91.57
Resident Weekend After,9,HOME,91.65
Resident Weekend After,10,HOME,91.64
Resident Weekend After,11,HOME,91.48
Resident Weekend After,12,HOME,91.15
Resident Weekend After,13,HOME,90.69
Resident Weekend After,14,HOME,89.88
Resident Weekend After,15,HOME,88.76
Resident Weekend After,16,HOME,87.89
Resident Weekend After,17,HOME,86.76
Resident Weekend After,18,HOME,85.84
Resident Weekend After,19,HOME,84.85
Resident Weekend After,20,HOME,84.02
Resident Weekend After,21,HOME,83.01
Resident Weekend After,22,HOME,82.28
Resident Weekend After,23,HOME,81.68
Resident Weekend After,24,HOME,81.10
Resident Weekend After,25,HOME,80.71
Resident Weekend After,26,HOME,80.30
Resident Weekend After,27,HOME,79.88
Resident Weekend After,28,HOME,79.31
Resident Weekend After,29,HOME,78.91
Resident Weekend After,30,HOME,78.52
Resident Weekend After,31,HOME,78.36
Resident Weekend After,32,HOME,78.43
Resident Weekend After,33,HOME,77.60
Resident Weekend After,34,HOME,77.19
Resident Weekend After,35,HOME,77.48
Resident Weekend After,36,HOME,77.85
Resident Weekend After,37,HOME,78.70
Resident Weekend After,38,HOME,79.49
Resident Weekend After,39,HOME,80.47
Resident Weekend After,40,HOME,81.00
Resident Weekend After,41,HOME,84.56
Resident Weekend After,42,HOME,85.45
Resident Weekend After,43,HOME,86.39
Resident Weekend After,44,HOME,87.10
Resident Weekend After,45,HOME,87.98
Resident Weekend After,46,HOME,88.70
Resident Weekend After,47,HOME,89.54
Resident Weekend After,48,HOME,90.20
Resident Weekend After,1,WORK,3.98
Resident Weekend After,2,WORK,3.83
Resident Weekend After,3,WORK,3.71
Resident Weekend After,4,WORK,3.64
Resident Weekend After,5,WORK,3.55
Resident Weekend After,6,WORK,3.50
Resident Weekend After,7,WORK,3.46
Resident Weekend After,8,WORK,3.46
Resident Weekend After,9,WORK,3.46
Resident Weekend After,10,WORK,3.49
Resident Weekend After,11,WORK,3.60
Resident Weekend After,12,WORK,3.76
Resident Weekend After,13,WORK,4.07
Resident Weekend After,14,WORK,4.49
Resident Weekend After,15,WORK,5.16
Resident Weekend After,16,WORK,5.58
Resident Weekend After,17,WORK,6.13
Resident Weekend After,18,WORK,6.50
Resident Weekend After,19,WORK,6.93
Resident Weekend After,20,WORK,7.21
Resident Weekend After,21,WORK,7.62
Resident Weekend After,22,WORK,7.85
Resident Weekend After,23,WORK,8.04
Resident Weekend After,24,WORK,8.19
Resident Weekend After,25,WORK,8.29
Resident Weekend After,26,WORK,8.36
Resident Weekend After,27,WORK,8.35
Resident Weekend After,28,WORK,8.38
Resident Weekend After,29,WORK,8.36
Resident Weekend After,30,WORK,8.33
Resident Weekend After,31,WORK,8.25
Resident Weekend After,32,WORK,8.08
Resident Weekend After,33,WORK,8.06
Resident Weekend After,34,WORK,7.94
Resident Weekend After,35,WORK,7.68
Resident Weekend After,36,WORK,7.44
Resident Weekend After,37,WORK,7.12
Resident Weekend After,38,WORK,6.84
Resident Weekend After,39,WORK,6.53
Resident Weekend After,40,WORK,6.40
Resident Weekend After,41,WORK,5.47
Resident Weekend After,42,WORK,5.24
Resident Weekend After,43,WORK,4.99
Resident Weekend After,44,WORK,4.82
Resident Weekend After,45,WORK,4.56
Resident Weekend After,46,WORK,4.37
Resident Weekend After,47,WORK,4.13
Resident Weekend After,48,WORK,3.93
Resident Weekend After,1,OTHER,6.33
Resident Weekend After,2,OTHER,5.98
Resident Weekend After,3,OTHER,5.64
Resident Weekend After,4,OTHER,5.46
Resident Weekend After,5,OTHER,5.26
Resident Weekend After,6,OTHER,5.15
Resident Weekend After,7,OTHER,5.03
Resident Weekend After,8,OTHER,4.96
Resident Weekend After,9,OTHER,4.89
Resident Weekend After,10,OTHER,4.87
Resident Weekend After,11,OTHER,4.92
Resident Weekend After,12,OTHER,5.09
Resident Weekend After,13,OTHER,5.24
Resident Weekend After,14,OTHER,5.64
Resident Weekend After,15,OTHER,6.08
Resident Weekend After,16,OTHER,6.53
Resident Weekend After,17,OTHER,7.11
Resident Weekend After,18,OTHER,7.66
Resident Weekend After,19,OTHER,8.23
Resident Weekend After,20,OTHER,8.77
Resident Weekend After,21,OTHER,9.37
Resident Weekend After,22,OTHER,9.87
Resident Weekend After,23,OTHER,10.28
Resident Weekend After,24,OTHER,10.72
Resident Weekend After,25,OTHER,11.00
Resident Weekend After,26,OTHER,11.34
Resident Weekend After,27,OTHER,11.76
Resident Weekend After,28,OTHER,12.31
Resident Weekend After,29,OTHER,12.73
Resident Weekend After,30,OTHER,13.16
Resident Weekend After,31,OTHER,13.39
Resident Weekend After,32,OTHER,13.49
Resident Weekend After,33,OTHER,14.34
Resident Weekend After,34,OTHER,14.87
Resident Weekend After,35,OTHER,14.84
Resident Weekend After,36,OTHER,14.71
Resident Weekend After,37,OTHER,14.18
Resident Weekend After,38,OTHER,13.67
Resident Weekend After,39,OTHER,13.00
Resident Weekend After,40,OTHER,12.60
Resident Weekend After,41,OTHER,9.97
Resident Weekend After,42,OTHER,9.31
Resident Weekend After,43,OTHER,8.62
Resident Weekend After,44,OTHER,8.09
Resident Weekend After,45,OTHER,7.46
Resident Weekend After,46,OTHER,6.93
Resident Weekend After,47,OTHER,6.33
Resident Weekend After,48,OTHER,5.86
Visitor Weekday Before,1,HOME,75.72
Visitor Weekday Before,2,HOME,76.60
Visitor Weekday Before,3,HOME,77.41
Visitor Weekday Before,4,HOME,77.99
Visitor Weekday Before,5,HOME,78.41
Visitor Weekday Before,6,HOME,78.71
Visitor Weekday Before,7,HOME,78.96
Visitor Weekday Before,8,HOME,78.98
Visitor Weekday Before,9,HOME,78.74
Visitor Weekday Before,10,HOME,78.12
Visitor Weekday Before,11,HOME,76.89
Visitor Weekday Before,12,HOME,74.99
Visitor Weekday Before,13,HOME,72.21
Visitor Weekday Before,14,HOME,68.67
Visitor Weekday Before,15,HOME,62.71
Visitor Weekday Before,16,HOME,55.37
Visitor Weekday Before,17,HOME,48.74
Visitor Weekday Before,18,HOME,43.78
Visitor Weekday Before,19,HOME,40.18
Visitor Weekday Before,20,HOME,37.93
Visitor Weekday Before,21,HOME,36.28
Visitor Weekday Before,22,HOME,35.13
Visitor Weekday Before,23,HOME,34.35
Visitor Weekday Before,24,HOME,33.83
Visitor Weekday Before,25,HOME,33.75
Visitor Weekday Before,26,HOME,33.62
Visitor Weekday Before,27,HOME,33.83
Visitor Weekday Before,28,HOME,34.04
Visitor Weekday Before,29,HOME,34.51
Visitor Weekday Before,30,HOME,35.98
Visitor Weekday Before,31,HOME,38.47
Visitor Weekday Before,32,HOME,41.03
Visitor Weekday Before,33,HOME,43.69
Visitor Weekday Before,34,HOME,46.45
Visitor Weekday Before,35,HOME,49.78
Visitor Weekday Before,36,HOME,52.39
Visitor Weekday Before,37,HOME,53.97
Visitor Weekday Before,38,HOME,54.49
Visitor Weekday Before,39,HOME,56.51
Visitor Weekday Before,40,HOME,57.35
Visitor Weekday Before,41,HOME,59.66
Visitor Weekday Before,42,HOME,61.88
Visitor Weekday Before,43,HOME,64.63
Visitor Weekday Before,44,HOME,66.65
Visitor Weekday Before,45,HOME,68.79
Visitor Weekday Before,46,HOME,70.00
Visitor Weekday Before,47,HOME,72.02
Visitor Weekday Before,48,HOME,72.93
Visitor Weekday Before,1,WORK,6.98
Visitor Weekday Before,2,WORK,6.69
Visitor Weekday Before,3,WORK,6.44
Visitor Weekday Before,4,WORK,6.26
Visitor Weekday Before,5,WORK,6.13
Visitor Weekday Before,6,WORK,6.04
Visitor Weekday Before,7,WORK,6.00
Visitor Weekday Before,8,WORK,6.01
Visitor Weekday Before,9,WORK,6.12
Visitor Weekday Before,10,WORK,6.31
Visitor Weekday Before,11,WORK,6.80
Visitor Weekday Before,12,WORK,7.61
Visitor Weekday Before,13,WORK,9.23
Visitor Weekday Before,14,WORK,11.34
Visitor Weekday Before,15,WORK,15.67
Visitor Weekday Before,16,WORK,21.41
Visitor Weekday Before,17,WORK,27.03
Visitor Weekday Before,18,WORK,30.95
Visitor Weekday Before,19,WORK,33.95
Visitor Weekday Before,20,WORK,35.43
Visitor Weekday Before,21,WORK,36.33
Visitor Weekday Before,22,WORK,36.99
Visitor Weekday Before,23,WORK,37.43
Visitor Weekday Before,24,WORK,37.42
Visitor Weekday Before,25,WORK,37.00
Visitor Weekday Before,26,WORK,36.75
Visitor Weekday Before,27,WORK,37.04
Visitor Weekday Before,28,WORK,37.04
Visitor Weekday Before,29,WORK,36.94
Visitor Weekday Before,30,WORK,35.52
Visitor Weekday Before,31,WORK,33.56
Visitor Weekday Before,32,WORK,30.86
Visitor Weekday Before,33,WORK,27.86
Visitor Weekday Before,34,WORK,24.54
Visitor Weekday Before,35,WORK,20.26
Visitor Weekday Before,36,WORK,17.05
Visitor Weekday Before,37,WORK,14.74
Visitor Weekday Before,38,WORK,13.40
Visitor Weekday Before,39,WORK,12.11
Visitor Weekday Before,40,WORK,11.57
Visitor Weekday Before,41,WORK,10.93
Visitor Weekday Before,42,WORK,10.48
Visitor Weekday Before,43,WORK,9.92
Visitor Weekday Before,44,WORK,9.45
Visitor Weekday Before,45,WORK,8.84
Visitor Weekday Before,46,WORK,8.45
Visitor Weekday Before,47,WORK,7.82
Visitor Weekday Before,48,WORK,7.48
Visitor Weekday Before,1,OTHER,17.29
Visitor Weekday Before,2,OTHER,16.70
Visitor Weekday Before,3,OTHER,16.15
Visitor Weekday Before,4,OTHER,15.75
Visitor Weekday Before,5,OTHER,15.46
Visitor Weekday Before,6,OTHER,15.26
Visitor Weekday Before,7,OTHER,15.04
Visitor Weekday Before,8,OTHER,15.01
Visitor Weekday Before,9,OTHER,15.15
Visitor Weekday Before,10,OTHER,15.57
Visitor Weekday Before,11,OTHER,16.31
Visitor Weekday Before,12,OTHER,17.40
Visitor Weekday Before,13,OTHER,18.56
Visitor Weekday Before,14,OTHER,20.00
Visitor Weekday Before,15,OTHER,21.63
Visitor Weekday Before,16,OTHER,23.21
Visitor Weekday Before,17,OTHER,24.23
Visitor Weekday Before,18,OTHER,25.27
Visitor Weekday Before,19,OTHER,25.86
Visitor Weekday Before,20,OTHER,26.64
Visitor Weekday Before,21,OTHER,27.39
Visitor Weekday Before,22,OTHER,27.88
Visitor Weekday Before,23,OTHER,28.21
