GEOID,County,Day type,"Change in percent devices at home, midday"
36079011000,Putnam,Weekend,13.55
36079011100,Putnam,Weekend,21.43
36079011200,Putnam,Weekend,19.9
36079011300,Putnam,Weekend,24.71
36079011400,Putnam,Weekend,22.41
36079011500,Putnam,Weekend,16.53
36079011600,Putnam,Weekend,25.87
36079011700,Putnam,Weekend,23.34
36079011800,Putnam,Weekend,15.19
36079011900,Putnam,Weekend,16.21
36081000100,Queens,Weekend,9.88
36081000200,Queens,Weekend,10.36
36081000400,Queens,Weekend,20.1
36081000600,Queens,Weekend,20.16
36081000700,Queens,Weekend,8.13
36081000800,Queens,Weekend,21.63
36081001000,Queens,Weekend,18.55
36081001200,Queens,Weekend,12.36
36081001400,Queens,Weekend,14.54
36081001600,Queens,Weekend,14.01
36081001800,Queens,Weekend,25.03
36081001900,Queens,Weekend,11.34
36081002000,Queens,Weekend,21.87
36081002200,Queens,Weekend,21.23
36081002400,Queens,Weekend,11.63
36081002500,Queens,Weekend,15.02
36081002600,Queens,Weekend,17.74
36081002800,Queens,Weekend,18.2
36081003000,Queens,Weekend,16.26
36081003100,Queens,Weekend,9.73
36081003200,Queens,Weekend,15.73
36081003300,Queens,Weekend,11.83
36081003400,Queens,Weekend,15.63
36081003600,Queens,Weekend,23.37
36081003700,Queens,Weekend,3.51
36081003800,Queens,Weekend,13.6
36081003900,Queens,Weekend,15.12
36081004001,Queens,Weekend,22.43
36081004002,Queens,Weekend,11.78
36081004200,Queens,Weekend,18.55
36081004300,Queens,Weekend,13.76
36081004401,Queens,Weekend,17.01
36081004500,Queens,Weekend,16.07
36081004700,Queens,Weekend,10.05
36081005000,Queens,Weekend,23.36
36081005100,Queens,Weekend,19.96
36081005200,Queens,Weekend,18.17
36081005300,Queens,Weekend,5.82
36081005400,Queens,Weekend,21.87
36081005500,Queens,Weekend,24.64
36081005700,Queens,Weekend,5.61
36081005800,Queens,Weekend,24.47
36081005900,Queens,Weekend,13.24
36081006100,Queens,Weekend,11.68
36081006201,Queens,Weekend,18.49
36081006202,Queens,Weekend,19.55
36081006300,Queens,Weekend,11.85
36081006501,Queens,Weekend,13.79
36081006502,Queens,Weekend,11.81
36081006900,Queens,Weekend,12.24
36081007100,Queens,Weekend,14.4
36081007300,Queens,Weekend,10.18
36081007500,Queens,Weekend,14.57
36081007700,Queens,Weekend,16.33
36081007900,Queens,Weekend,18.77
36081008100,Queens,Weekend,10.34
36081008300,Queens,Weekend,15.7
36081008500,Queens,Weekend,24.75
36081008600,Queens,Weekend,15.49
36081008700,Queens,Weekend,20.6
36081008800,Queens,Weekend,14.5
36081009100,Queens,Weekend,22.6
36081009400,Queens,Weekend,19.07
36081009500,Queens,Weekend,4.49
36081009600,Queens,Weekend,15.02
36081009700,Queens,Weekend,25.97
36081009800,Queens,Weekend,19.38
36081009900,Queens,Weekend,30.74
36081010000,Queens,Weekend,12.2
36081010100,Queens,Weekend,14.24
36081010200,Queens,Weekend,19.9
36081010300,Queens,Weekend,16.62
36081010400,Queens,Weekend,18.47
36081010500,Queens,Weekend,19.38
36081010600,Queens,Weekend,14.2
36081010701,Queens,Weekend,22.79
36081010800,Queens,Weekend,13.29
36081011000,Queens,Weekend,16
36081011100,Queens,Weekend,4.49
36081011200,Queens,Weekend,21.68
36081011300,Queens,Weekend,12.75
36081011400,Queens,Weekend,20.27
36081011500,Queens,Weekend,11.76
36081011600,Queens,Weekend,14.91
36081011700,Queens,Weekend,24.38
36081011800,Queens,Weekend,13.07
36081011900,Queens,Weekend,22.95
36081012000,Queens,Weekend,9.15
36081012100,Queens,Weekend,26.78
36081012200,Queens,Weekend,23.24
36081012301,Queens,Weekend,18.59
36081012400,Queens,Weekend,24.24
36081012500,Queens,Weekend,27.16
36081012601,Queens,Weekend,16.37
36081012602,Queens,Weekend,18.33
36081012800,Queens,Weekend,11.98
36081013000,Queens,Weekend,16.15
36081013200,Queens,Weekend,16.89
36081013400,Queens,Weekend,17.61
36081013500,Queens,Weekend,21.48
36081013600,Queens,Weekend,15.26
36081013700,Queens,Weekend,8.86
36081013800,Queens,Weekend,19.32
36081014000,Queens,Weekend,12.73
36081014100,Queens,Weekend,13.44
36081014201,Queens,Weekend,21.52
36081014202,Queens,Weekend,17.9
36081014300,Queens,Weekend,16.5
36081014400,Queens,Weekend,21.34
36081014500,Queens,Weekend,11.86
36081014700,Queens,Weekend,8.24
36081014800,Queens,Weekend,18.59
36081014900,Queens,Weekend,7.75
36081015000,Queens,Weekend,20.64
36081015100,Queens,Weekend,12.49
36081015200,Queens,Weekend,15.66
36081015300,Queens,Weekend,16.35
36081015400,Queens,Weekend,15.01
36081015500,Queens,Weekend,12.11
36081015600,Queens,Weekend,11.79
36081015700,Queens,Weekend,19.48
36081015801,Queens,Weekend,12.48
36081015802,Queens,Weekend,12.1
36081015900,Queens,Weekend,18.83
36081016100,Queens,Weekend,14.31
36081016300,Queens,Weekend,11.75
36081016400,Queens,Weekend,16.29
36081016600,Queens,Weekend,9.45
36081016800,Queens,Weekend,16.28
36081016900,Queens,Weekend,17.44
36081017000,Queens,Weekend,17.5
36081017100,Queens,Weekend,0.24
36081017200,Queens,Weekend,14.99
36081017400,Queens,Weekend,16.51
36081017600,Queens,Weekend,20.84
36081017800,Queens,Weekend,22
36081017900,Queens,Weekend,4.82
36081018000,Queens,Weekend,12.51
36081018101,Queens,Weekend,16.49
36081018102,Queens,Weekend,22.26
36081018200,Queens,Weekend,15.68
36081018300,Queens,Weekend,17.54
36081018401,Queens,Weekend,13.93
36081018402,Queens,Weekend,13.65
36081018501,Queens,Weekend,17.48
36081018502,Queens,Weekend,17.44
36081018600,Queens,Weekend,16.27
36081018700,Queens,Weekend,10.7
36081018800,Queens,Weekend,19.4
36081018900,Queens,Weekend,24.34
36081019000,Queens,Weekend,25.42
36081019200,Queens,Weekend,16.21
36081019400,Queens,Weekend,24.92
36081019600,Queens,Weekend,20.23
36081019800,Queens,Weekend,17.84
36081019900,Queens,Weekend,8.7
36081020200,Queens,Weekend,22.51
36081020400,Queens,Weekend,14.77
36081020500,Queens,Weekend,19.52
36081020600,Queens,Weekend,22.51
36081020800,Queens,Weekend,18.66
36081021200,Queens,Weekend,6.9
36081021400,Queens,Weekend,15.96
36081021600,Queens,Weekend,11.25
36081021900,Queens,Weekend,-8.61
36081022001,Queens,Weekend,18.81
36081022002,Queens,Weekend,23.97
36081022900,Queens,Weekend,-0.26
36081023000,Queens,Weekend,17.44
36081023200,Queens,Weekend,17.71
36081023500,Queens,Weekend,12.44
36081023600,Queens,Weekend,16.73
36081023800,Queens,Weekend,9.82
36081024000,Queens,Weekend,10.95
36081024300,Queens,Weekend,17.79
36081024500,Queens,Weekend,18.7
36081024600,Queens,Weekend,27.8
36081024700,Queens,Weekend,23.55
36081024900,Queens,Weekend,24.02
36081025100,Queens,Weekend,18.03
36081025301,Queens,Weekend,20.31
36081025302,Queens,Weekend,25.57
36081025400,Queens,Weekend,19.09
36081025500,Queens,Weekend,18.74
36081025700,Queens,Weekend,13.94
36081025800,Queens,Weekend,13.52
36081025900,Queens,Weekend,11.93
36081026000,Queens,Weekend,17.77
36081026100,Queens,Weekend,15.41
36081026200,Queens,Weekend,6.01
36081026300,Queens,Weekend,13.08
36081026400,Queens,Weekend,17.25
36081026500,Queens,Weekend,17.38
36081026600,Queens,Weekend,15.61
36081026700,Queens,Weekend,21.32
36081026901,Queens,Weekend,16.5
36081026902,Queens,Weekend,18.53
36081027000,Queens,Weekend,16.12
36081027100,Queens,Weekend,14.46
36081027200,Queens,Weekend,12.38
36081027300,Queens,Weekend,18.02
36081027400,Queens,Weekend,15.46
36081027500,Queens,Weekend,16.91
36081027600,Queens,Weekend,18.8
36081027700,Queens,Weekend,23.6
36081027800,Queens,Weekend,15.34
36081027900,Queens,Weekend,19.05
36081028000,Queens,Weekend,29.77
36081028100,Queens,Weekend,10.41
36081028200,Queens,Weekend,17.13
36081028300,Queens,Weekend,14.95
36081028400,Queens,Weekend,17.48
36081028500,Queens,Weekend,12.51
36081028700,Queens,Weekend,16.39
36081028800,Queens,Weekend,19.93
36081028900,Queens,Weekend,18.02
36081029100,Queens,Weekend,14.12
36081029300,Queens,Weekend,25.28
36081029400,Queens,Weekend,18.96
36081029500,Queens,Weekend,12.63
36081029700,Queens,Weekend,18.66
36081029900,Queens,Weekend,-4.5
36081030600,Queens,Weekend,17.35
36081030902,Queens,Weekend,22.45
36081030903,Queens,Weekend,21.72
36081030904,Queens,Weekend,21.75
36081031700,Queens,Weekend,26.81
36081032000,Queens,Weekend,14.84
36081032700,Queens,Weekend,20.21
36081032800,Queens,Weekend,15.6
36081032900,Queens,Weekend,11
36081033000,Queens,Weekend,15.74
36081033100,Queens,Weekend,-3.63
36081033401,Queens,Weekend,13.83
36081033402,Queens,Weekend,15.65
36081033700,Queens,Weekend,21.55
36081033900,Queens,Weekend,27.31
36081034700,Queens,Weekend,20.33
36081035100,Queens,Weekend,21.55
36081035200,Queens,Weekend,17.91
36081035300,Queens,Weekend,22.17
36081035700,Queens,Weekend,21.33
36081035800,Queens,Weekend,14.17
36081036100,Queens,Weekend,13.86
36081036300,Queens,Weekend,17.37
36081036500,Queens,Weekend,18.16
36081036600,Queens,Weekend,20.71
36081036700,Queens,Weekend,28.37
36081036800,Queens,Weekend,9.39
36081037100,Queens,Weekend,30.55
36081037300,Queens,Weekend,19.89
36081037500,Queens,Weekend,19.08
36081037600,Queens,Weekend,15.43
36081037700,Queens,Weekend,17.07
36081037900,Queens,Weekend,13.22
36081038100,Queens,Weekend,16.86
36081038301,Queens,Weekend,-8.16
36081038302,Queens,Weekend,24.07
36081038400,Queens,Weekend,27.37
36081039400,Queens,Weekend,12.5
36081039800,Queens,Weekend,19.84
36081039900,Queens,Weekend,13.34
36081040000,Queens,Weekend,7.83
36081040100,Queens,Weekend,20.55
36081040200,Queens,Weekend,18.78
36081040300,Queens,Weekend,26.92
36081040400,Queens,Weekend,15.49
36081040500,Queens,Weekend,25.91
36081040700,Queens,Weekend,17.25
36081040900,Queens,Weekend,19.78
36081041100,Queens,Weekend,30.97
36081041300,Queens,Weekend,27.16
36081041400,Queens,Weekend,17.01
36081041500,Queens,Weekend,24
36081042400,Queens,Weekend,16.96
36081042600,Queens,Weekend,20.75
36081042700,Queens,Weekend,18.34
36081043200,Queens,Weekend,6.3
36081043400,Queens,Weekend,15.32
36081043701,Queens,Weekend,23.43
36081043702,Queens,Weekend,21.1
36081043900,Queens,Weekend,26.26
36081044000,Queens,Weekend,23.58
36081044301,Queens,Weekend,21.06
36081044302,Queens,Weekend,18.84
36081044400,Queens,Weekend,12.35
36081044601,Queens,Weekend,11.7
36081044602,Queens,Weekend,14.01
36081044800,Queens,Weekend,12.98
36081045000,Queens,Weekend,20.73
36081045200,Queens,Weekend,3.78
36081045400,Queens,Weekend,16.61
36081045500,Queens,Weekend,17.05
36081045600,Queens,Weekend,4.58
36081045700,Queens,Weekend,22.05
36081045800,Queens,Weekend,10.13
36081045900,Queens,Weekend,16.75
36081046000,Queens,Weekend,9.3
36081046100,Queens,Weekend,17.62
36081046200,Queens,Weekend,15.3
36081046300,Queens,Weekend,15.3
36081046400,Queens,Weekend,13.17
36081046500,Queens,Weekend,15.58
36081046600,Queens,Weekend,20.57
36081046700,Queens,Weekend,19.92
36081046800,Queens,Weekend,15.9
36081046900,Queens,Weekend,20.04
36081047000,Queens,Weekend,14.59
36081047100,Queens,Weekend,16.28
36081047200,Queens,Weekend,17.05
36081047300,Queens,Weekend,14.21
36081047500,Queens,Weekend,18.49
36081047600,Queens,Weekend,21.25
36081047800,Queens,Weekend,16.78
36081047900,Queens,Weekend,18.55
36081048000,Queens,Weekend,16.07
36081048100,Queens,Weekend,17.55
36081048200,Queens,Weekend,14.87
36081048300,Queens,Weekend,21.21
36081048400,Queens,Weekend,15.31
36081048500,Queens,Weekend,25.98
36081048900,Queens,Weekend,21.98
36081049200,Queens,Weekend,16.3
36081049301,Queens,Weekend,30.05
36081049302,Queens,Weekend,17.12
36081049500,Queens,Weekend,22.17
36081049600,Queens,Weekend,13.28
36081049700,Queens,Weekend,22.64
36081049900,Queens,Weekend,25.08
36081050000,Queens,Weekend,13.3
36081050201,Queens,Weekend,23.91
36081050202,Queens,Weekend,15.79
36081050400,Queens,Weekend,19.23
36081050500,Queens,Weekend,21.07
36081050600,Queens,Weekend,17.05
36081050700,Queens,Weekend,15.72
36081050800,Queens,Weekend,12.6
36081051000,Queens,Weekend,23.72
36081051100,Queens,Weekend,16.37
36081051200,Queens,Weekend,20.08
36081051300,Queens,Weekend,29.83
36081051500,Queens,Weekend,18.11
36081051600,Queens,Weekend,11.96
36081051700,Queens,Weekend,24.75
36081051800,Queens,Weekend,16.04
36081052000,Queens,Weekend,29.4
36081052100,Queens,Weekend,21.69
36081052200,Queens,Weekend,20.56
36081052400,Queens,Weekend,7.94
36081052500,Queens,Weekend,20.89
36081052600,Queens,Weekend,11.42
36081052800,Queens,Weekend,11.52
36081053000,Queens,Weekend,18.96
36081053100,Queens,Weekend,19.19
36081053200,Queens,Weekend,10.08
36081053401,Queens,Weekend,9.45
36081053500,Queens,Weekend,19.73
36081053601,Queens,Weekend,11.57
36081053800,Queens,Weekend,24.7
36081053900,Queens,Weekend,14.58
36081054000,Queens,Weekend,17.78
36081054200,Queens,Weekend,15.63
36081054500,Queens,Weekend,21
36081054700,Queens,Weekend,9.95
36081054800,Queens,Weekend,18.57
36081054900,Queens,Weekend,13.22
36081055100,Queens,Weekend,15.44
36081055200,Queens,Weekend,15.55
36081055300,Queens,Weekend,21.19
36081055400,Queens,Weekend,16.3
36081055500,Queens,Weekend,19.13
36081055600,Queens,Weekend,21.56
36081055700,Queens,Weekend,11.75
36081055800,Queens,Weekend,23.51
36081055900,Queens,Weekend,10.7
36081056000,Queens,Weekend,25.43
36081056100,Queens,Weekend,12.38
36081056200,Queens,Weekend,26.21
36081056400,Queens,Weekend,21.42
36081056500,Queens,Weekend,16.4
36081056600,Queens,Weekend,21.94
36081056700,Queens,Weekend,9.82
36081056800,Queens,Weekend,16.8
36081057700,Queens,Weekend,18.05
36081057900,Queens,Weekend,18.19
36081058000,Queens,Weekend,22.49
36081058100,Queens,Weekend,13.59
36081058200,Queens,Weekend,13.08
36081058300,Queens,Weekend,11.07
36081058500,Queens,Weekend,12.27
36081058700,Queens,Weekend,14.8
36081058900,Queens,Weekend,14.03
36081059000,Queens,Weekend,15.13
36081059100,Queens,Weekend,15.03
36081059200,Queens,Weekend,18.02
36081059300,Queens,Weekend,16.56
36081059400,Queens,Weekend,28.53
36081059500,Queens,Weekend,21.45
36081059600,Queens,Weekend,20.24
36081059800,Queens,Weekend,30.64
36081059900,Queens,Weekend,10.17
36081060000,Queens,Weekend,24.44
36081060100,Queens,Weekend,18.76
36081060300,Queens,Weekend,18.52
36081060600,Queens,Weekend,12.2
36081060701,Queens,Weekend,21.69
36081060800,Queens,Weekend,20.33
36081061000,Queens,Weekend,16.2
36081061200,Queens,Weekend,26.39
36081061301,Queens,Weekend,11.16
36081061302,Queens,Weekend,0
36081061400,Queens,Weekend,17.12
36081061601,Queens,Weekend,18.99
36081061602,Queens,Weekend,10.2
36081061800,Queens,Weekend,10.77
36081061900,Queens,Weekend,19.82
36081062000,Queens,Weekend,14.52
36081062100,Queens,Weekend,18.22
36081062200,Queens,Weekend,22.62
36081062300,Queens,Weekend,20.48
36081062500,Queens,Weekend,22.82
36081062600,Queens,Weekend,7.63
36081062700,Queens,Weekend,19.4
36081062900,Queens,Weekend,25.94
36081063000,Queens,Weekend,12
36081063200,Queens,Weekend,10.9
36081063301,Queens,Weekend,25.73
36081063302,Queens,Weekend,25.09
36081063500,Queens,Weekend,22.18
36081063700,Queens,Weekend,24.81
36081063800,Queens,Weekend,11.28
36081063900,Queens,Weekend,16.82
36081064101,Queens,Weekend,25.79
36081064102,Queens,Weekend,15.07
36081064500,Queens,Weekend,21.62
36081064600,Queens,Weekend,15.56
36081065000,Queens,Weekend,20.61
36081065400,Queens,Weekend,16.65
36081065501,Queens,Weekend,-5.53
36081065600,Queens,Weekend,14.37
36081065702,Queens,Weekend,9.84
36081065703,Queens,Weekend,17.9
36081065900,Queens,Weekend,18.06
36081066000,Queens,Weekend,19.72
36081066100,Queens,Weekend,29.56
36081066300,Queens,Weekend,27.98
36081066400,Queens,Weekend,16.07
36081066501,Queens,Weekend,21.51
36081066701,Queens,Weekend,18.64
36081066900,Queens,Weekend,17.85
36081067100,Queens,Weekend,22.11
36081067700,Queens,Weekend,27.79
36081067900,Queens,Weekend,17.58
36081068000,Queens,Weekend,15.55
36081068200,Queens,Weekend,19.94
36081068300,Queens,Weekend,16.32
36081068700,Queens,Weekend,21.32
36081069000,Queens,Weekend,14.12
36081069300,Queens,Weekend,22.01
36081069400,Queens,Weekend,27.05
36081069500,Queens,Weekend,20.19
36081069701,Queens,Weekend,13.82
36081069702,Queens,Weekend,16.86
36081070300,Queens,Weekend,25.07
36081070700,Queens,Weekend,21.34
36081070900,Queens,Weekend,17.09
36081071100,Queens,Weekend,9.94
36081071303,Queens,Weekend,10.92
36081071304,Queens,Weekend,24.07
36081071305,Queens,Weekend,15.41
36081071306,Queens,Weekend,19.62
36081071600,Queens,Weekend,1.08
36081071701,Queens,Weekend,22.38
36081071702,Queens,Weekend,19.57
36081071900,Queens,Weekend,21.11
36081072100,Queens,Weekend,20.47
36081072300,Queens,Weekend,6.52
36081072900,Queens,Weekend,17.55
36081073100,Queens,Weekend,31.97
36081073700,Queens,Weekend,2.23
36081073900,Queens,Weekend,24.53
36081074100,Queens,Weekend,26.1
36081074300,Queens,Weekend,18.96
36081074500,Queens,Weekend,20.41
36081074700,Queens,Weekend,20.37
36081074900,Queens,Weekend,20.12
36081075701,Queens,Weekend,22.11
36081075702,Queens,Weekend,22.93
36081076901,Queens,Weekend,21.75
36081076902,Queens,Weekend,19.82
36081077300,Queens,Weekend,20.89
36081077500,Queens,Weekend,17.27
36081077902,Queens,Weekend,20.07
36081077903,Queens,Weekend,19.57
36081077904,Queens,Weekend,16.27
36081077905,Queens,Weekend,13.06
36081077906,Queens,Weekend,19.8
36081077907,Queens,Weekend,14.5
36081077908,Queens,Weekend,13.3
36081078800,Queens,Weekend,20.53
36081079000,Queens,Weekend,14.16
36081079200,Queens,Weekend,20.57
36081079300,Queens,Weekend,100
36081079701,Queens,Weekend,8.06
36081079702,Queens,Weekend,16.24
36081079900,Queens,Weekend,18.01
36081080301,Queens,Weekend,28.21
36081080302,Queens,Weekend,16.88
36081080900,Queens,Weekend,22
36081081400,Queens,Weekend,18.91
36081081800,Queens,Weekend,16.38
36081083700,Queens,Weekend,19.89
36081083800,Queens,Weekend,16.42
36081084000,Queens,Weekend,16.64
36081084500,Queens,Weekend,23.68
36081084601,Queens,Weekend,16.63
36081084602,Queens,Weekend,11.94
36081084900,Queens,Weekend,15.25
36081085300,Queens,Weekend,13.56
36081085500,Queens,Weekend,24.34
36081085700,Queens,Weekend,19.24
36081085900,Queens,Weekend,24.43
36081086100,Queens,Weekend,15.26
36081086300,Queens,Weekend,28.98
36081086400,Queens,Weekend,18.78
36081086500,Queens,Weekend,18.03
36081086900,Queens,Weekend,19.89
36081087100,Queens,Weekend,15.12
36081088400,Queens,Weekend,21.54
36081088901,Queens,Weekend,21.48
36081089200,Queens,Weekend,23.5
36081090700,Queens,Weekend,18.27
36081091601,Queens,Weekend,20.43
36081091602,Queens,Weekend,33.8
36081091800,Queens,Weekend,0
36081091900,Queens,Weekend,20.56
36081092200,Queens,Weekend,26.11
36081092500,Queens,Weekend,21.88
36081092800,Queens,Weekend,20.16
36081092900,Queens,Weekend,28.81
36081093401,Queens,Weekend,27.89
36081093402,Queens,Weekend,16.7
36081093800,Queens,Weekend,14.93
36081093900,Queens,Weekend,25.61
36081094201,Queens,Weekend,13.77
36081094202,Queens,Weekend,15.67
36081094203,Queens,Weekend,21.71
36081094500,Queens,Weekend,17.86
36081094700,Queens,Weekend,26.82
36081095400,Queens,Weekend,15.21
36081096400,Queens,Weekend,16.86
36081097202,Queens,Weekend,4.15
36081097203,Queens,Weekend,14.91
36081097204,Queens,Weekend,17.58
36081097300,Queens,Weekend,30.86
36081098100,Queens,Weekend,17.63
36081098700,Queens,Weekend,17.6
36081099100,Queens,Weekend,28.04
36081099200,Queens,Weekend,11.92
36081099701,Queens,Weekend,19.7
36081099703,Queens,Weekend,20.42
36081099704,Queens,Weekend,19.37
36081099705,Queens,Weekend,28.02
36081099801,Queens,Weekend,13.89
36081099802,Queens,Weekend,12.78
36081099900,Queens,Weekend,-7.19
36081100801,Queens,Weekend,20.76
36081100802,Queens,Weekend,18.26
36081101001,Queens,Weekend,15.32
36081101002,Queens,Weekend,5.81
36081101700,Queens,Weekend,25.59
36081102900,Queens,Weekend,21.7
36081103201,Queens,Weekend,15.8
36081103202,Queens,Weekend,18.83
36081103300,Queens,Weekend,25.26
36081103900,Queens,Weekend,21.92
36081104700,Queens,Weekend,28.49
36081105900,Queens,Weekend,25.99
36081107201,Queens,Weekend,23.42
36081107202,Queens,Weekend,21.98
36081108500,Queens,Weekend,23.77
36081109300,Queens,Weekend,29.06
36081109700,Queens,Weekend,29.01
36081109900,Queens,Weekend,25.08
36081111300,Queens,Weekend,23.41
36081112300,Queens,Weekend,16.1
36081112900,Queens,Weekend,17.17
36081113300,Queens,Weekend,29.45
36081113900,Queens,Weekend,28.78
36081114100,Queens,Weekend,20.92
36081114700,Queens,Weekend,24.58
36081115100,Queens,Weekend,18.99
36081115500,Queens,Weekend,16.67
36081115700,Queens,Weekend,25.54
36081115900,Queens,Weekend,24.53
36081116100,Queens,Weekend,16.52
36081116300,Queens,Weekend,19.35
36081116700,Queens,Weekend,21.96
36081117100,Queens,Weekend,15.42
36081117500,Queens,Weekend,27.99
36081118100,Queens,Weekend,22.16
36081118500,Queens,Weekend,19.34
36081118700,Queens,Weekend,18.64
36081118900,Queens,Weekend,30.62
36081119100,Queens,Weekend,27.55
36081119300,Queens,Weekend,23.33
36081119500,Queens,Weekend,26.43
36081119900,Queens,Weekend,15.94
36081120100,Queens,Weekend,20.99
36081120300,Queens,Weekend,28.87
36081120500,Queens,Weekend,17.35
36081120700,Queens,Weekend,18.12
36081121100,Queens,Weekend,0
36081121500,Queens,Weekend,21.63
36081122300,Queens,Weekend,24.08
36081122701,Queens,Weekend,19.33
36081122702,Queens,Weekend,12.64
36081124100,Queens,Weekend,10.82
36081124700,Queens,Weekend,28.79
36081125700,Queens,Weekend,11.77
36081126500,Queens,Weekend,16.79
36081126700,Queens,Weekend,-2.98
36081127700,Queens,Weekend,22.91
36081128300,Queens,Weekend,-44.8
36081129102,Queens,Weekend,19.53
36081129103,Queens,Weekend,21.23
36081129104,Queens,Weekend,22.07
36081130100,Queens,Weekend,17.79
36081133300,Queens,Weekend,18.97
36081133900,Queens,Weekend,24.12
36081134100,Queens,Weekend,31.37
36081134700,Queens,Weekend,25.04
36081136700,Queens,Weekend,26.49
36081137700,Queens,Weekend,29.95
36081138501,Queens,Weekend,27.07
36081138502,Queens,Weekend,10.45
36081139900,Queens,Weekend,36.04
36081140300,Queens,Weekend,33.39
36081140901,Queens,Weekend,29.42
36081140902,Queens,Weekend,26.93
36081141700,Queens,Weekend,25.62
36081142900,Queens,Weekend,26.4
36081143500,Queens,Weekend,22.72
36081144100,Queens,Weekend,36.54
36081144700,Queens,Weekend,31.71
36081145101,Queens,Weekend,23.68
36081145102,Queens,Weekend,29.51
36081145900,Queens,Weekend,25.49
36081146300,Queens,Weekend,22.49
36081146700,Queens,Weekend,11.06
36081147100,Queens,Weekend,22.41
36081147900,Queens,Weekend,24.64
36081148300,Queens,Weekend,27
36081150701,Queens,Weekend,25.48
36081150702,Queens,Weekend,25.7
36081152901,Queens,Weekend,22.84
36081152902,Queens,Weekend,21.34
36081155101,Queens,Weekend,7.41
36081155102,Queens,Weekend,18.77
36081156700,Queens,Weekend,26
36081157101,Queens,Weekend,19.5
36081157102,Queens,Weekend,16.35
36081157901,Queens,Weekend,20.63
36081157902,Queens,Weekend,22.63
36081157903,Queens,Weekend,23.04
36081161700,Queens,Weekend,21.64
36081162100,Queens,Weekend,20.68
36081990100,Queens,Weekend,42.93
36085000300,Richmond,Weekend,10.4
36085000600,Richmond,Weekend,14.64
36085000700,Richmond,Weekend,13.08
36085000800,Richmond,Weekend,22.6
36085000900,Richmond,Weekend,20.86
36085001100,Richmond,Weekend,15.87
36085001700,Richmond,Weekend,13.64
36085001800,Richmond,Weekend,31.54
36085002001,Richmond,Weekend,19.94
36085002002,Richmond,Weekend,23.98
36085002100,Richmond,Weekend,19.08
36085002700,Richmond,Weekend,1.4
36085002900,Richmond,Weekend,16.04
36085003300,Richmond,Weekend,17.12
36085003600,Richmond,Weekend,21.1
36085003900,Richmond,Weekend,20.68
36085004000,Richmond,Weekend,16.63
36085004700,Richmond,Weekend,3.73
36085005000,Richmond,Weekend,20.91
36085005900,Richmond,Weekend,18.6
36085006400,Richmond,Weekend,15.35
36085006700,Richmond,Weekend,14.91
36085007000,Richmond,Weekend,25.9
36085007400,Richmond,Weekend,13.58
36085007500,Richmond,Weekend,13.23
36085007700,Richmond,Weekend,21.14
36085008100,Richmond,Weekend,21.19
36085009601,Richmond,Weekend,21.75
36085009602,Richmond,Weekend,20.87
36085009700,Richmond,Weekend,16.58
36085010500,Richmond,Weekend,19.52
36085011201,Richmond,Weekend,23.25
36085011202,Richmond,Weekend,15.62
36085011401,Richmond,Weekend,11.43
36085011402,Richmond,Weekend,21.65
36085012100,Richmond,Weekend,17.28
36085012200,Richmond,Weekend,19.24
36085012500,Richmond,Weekend,14.96
36085012804,Richmond,Weekend,21.68
36085012805,Richmond,Weekend,20.48
36085012806,Richmond,Weekend,17.13
36085013201,Richmond,Weekend,16.16
36085013203,Richmond,Weekend,26.4
36085013204,Richmond,Weekend,24.17
36085013301,Richmond,Weekend,3.07
36085013302,Richmond,Weekend,9.59
36085013400,Richmond,Weekend,15.86
36085013800,Richmond,Weekend,20.75
36085014100,Richmond,Weekend,19.4
36085014604,Richmond,Weekend,21.09
36085014605,Richmond,Weekend,18.57
36085014606,Richmond,Weekend,20.12
36085014607,Richmond,Weekend,21.27
36085014608,Richmond,Weekend,18.49
36085014700,Richmond,Weekend,23.78
36085015100,Richmond,Weekend,21.67
36085015400,Richmond,Weekend,39.89
36085015601,Richmond,Weekend,23.85
36085015602,Richmond,Weekend,23.04
36085015603,Richmond,Weekend,22.12
36085016901,Richmond,Weekend,17.24
36085017005,Richmond,Weekend,16.93
36085017007,Richmond,Weekend,20.64
36085017008,Richmond,Weekend,22.75
36085017009,Richmond,Weekend,23.43
36085017010,Richmond,Weekend,21.73
36085017011,Richmond,Weekend,23.49
36085017012,Richmond,Weekend,25.89
36085017300,Richmond,Weekend,13.05
36085017600,Richmond,Weekend,24.55
36085017700,Richmond,Weekend,22.69
36085018100,Richmond,Weekend,22.56
36085018701,Richmond,Weekend,20.18
36085018702,Richmond,Weekend,20.23
36085018901,Richmond,Weekend,14.77
36085018902,Richmond,Weekend,12.09
36085019700,Richmond,Weekend,19.13
36085019800,Richmond,Weekend,21.56
36085020100,Richmond,Weekend,20.8
36085020700,Richmond,Weekend,13.37
36085020801,Richmond,Weekend,27.91
36085020803,Richmond,Weekend,25.91
36085020804,Richmond,Weekend,25.37
36085021300,Richmond,Weekend,17.75
36085022300,Richmond,Weekend,15.57
36085022600,Richmond,Weekend,21.71
36085022800,Richmond,Weekend,2.28
36085023100,Richmond,Weekend,19.94
36085023900,Richmond,Weekend,17.49
36085024401,Richmond,Weekend,27.47
36085024402,Richmond,Weekend,23.88
36085024700,Richmond,Weekend,13.92
36085024800,Richmond,Weekend,17.35
