PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
CHILD AGE 5 TO 15,29,COMMUTE,740.609621442558
CHILD AGE 5 TO 15,29,ESCORT,591.998053125
CHILD AGE 5 TO 15,29,HOME,1939.53320270833
CHILD AGE 5 TO 15,29,MEAL,83.5867070833333
CHILD AGE 5 TO 15,29,OTHER,0
CHILD AGE 5 TO 15,29,SCHOOL,398.01995875
CHILD AGE 5 TO 15,29,SHOP,339.329766458333
CHILD AGE 5 TO 15,29,SOC AND REC,428.35819375
CHILD AGE 5 TO 15,29,WORK,21.90217375
CHILD AGE 5 TO 15,30,COMMUTE,534.935929821456
CHILD AGE 5 TO 15,30,ESCORT,423.633666875
CHILD AGE 5 TO 15,30,HOME,1708.952324375
CHILD AGE 5 TO 15,30,MEAL,122.778320416667
CHILD AGE 5 TO 15,30,OTHER,0
CHILD AGE 5 TO 15,30,SCHOOL,268.034262708333
CHILD AGE 5 TO 15,30,SHOP,298.925751875
CHILD AGE 5 TO 15,30,SOC AND REC,447.585406041667
CHILD AGE 5 TO 15,30,WORK,9.832934375
CHILD AGE 5 TO 15,31,COMMUTE,494.132591270183
CHILD AGE 5 TO 15,31,ESCORT,300.288172291667
CHILD AGE 5 TO 15,31,HOME,1659.269149375
CHILD AGE 5 TO 15,31,MEAL,50.5284075
CHILD AGE 5 TO 15,31,OTHER,0
CHILD AGE 5 TO 15,31,SCHOOL,185.8190275
CHILD AGE 5 TO 15,31,SHOP,406.375289375
CHILD AGE 5 TO 15,31,SOC AND REC,544.79431125
CHILD AGE 5 TO 15,31,WORK,49.540028125
CHILD AGE 5 TO 15,32,COMMUTE,360.121800229211
CHILD AGE 5 TO 15,32,ESCORT,270.171588958333
CHILD AGE 5 TO 15,32,HOME,1390.66688541667
CHILD AGE 5 TO 15,32,MEAL,123.235360833333
CHILD AGE 5 TO 15,32,OTHER,0
CHILD AGE 5 TO 15,32,SCHOOL,103.974357291667
CHILD AGE 5 TO 15,32,SHOP,357.084948958333
CHILD AGE 5 TO 15,32,SOC AND REC,517.371214791666
CHILD AGE 5 TO 15,32,WORK,49.7063647916667
CHILD AGE 5 TO 15,33,COMMUTE,338.860277019604
CHILD AGE 5 TO 15,33,ESCORT,206.055734583333
CHILD AGE 5 TO 15,33,HOME,1346.32472708333
CHILD AGE 5 TO 15,33,MEAL,101.456741666667
CHILD AGE 5 TO 15,33,OTHER,0
CHILD AGE 5 TO 15,33,SCHOOL,82.3802583333333
CHILD AGE 5 TO 15,33,SHOP,330.012125833333
CHILD AGE 5 TO 15,33,SOC AND REC,512.764256666667
CHILD AGE 5 TO 15,33,WORK,58.062681875
CHILD AGE 5 TO 15,34,COMMUTE,290.321292443364
CHILD AGE 5 TO 15,34,ESCORT,196.741787083333
CHILD AGE 5 TO 15,34,HOME,1416.61163708333
CHILD AGE 5 TO 15,34,MEAL,147.170162708333
CHILD AGE 5 TO 15,34,OTHER,0
CHILD AGE 5 TO 15,34,SCHOOL,44.8198935416667
CHILD AGE 5 TO 15,34,SHOP,226.482705833333
CHILD AGE 5 TO 15,34,SOC AND REC,414.614020416667
CHILD AGE 5 TO 15,34,WORK,8.52265375
CHILD AGE 5 TO 15,35,COMMUTE,241.721980302778
CHILD AGE 5 TO 15,35,ESCORT,173.656496875
CHILD AGE 5 TO 15,35,HOME,1632.81433333333
CHILD AGE 5 TO 15,35,MEAL,108.651568125
CHILD AGE 5 TO 15,35,OTHER,0
CHILD AGE 5 TO 15,35,SCHOOL,24.2581297916667
CHILD AGE 5 TO 15,35,SHOP,115.698034166667
CHILD AGE 5 TO 15,35,SOC AND REC,280.936851666667
CHILD AGE 5 TO 15,35,WORK,8.52265375
CHILD AGE 5 TO 15,36,COMMUTE,142.753637657292
CHILD AGE 5 TO 15,36,ESCORT,124.886058333333
CHILD AGE 5 TO 15,36,HOME,1443.72425875
CHILD AGE 5 TO 15,36,MEAL,59.4939989583333
CHILD AGE 5 TO 15,36,OTHER,0
CHILD AGE 5 TO 15,36,SCHOOL,17.2759389583333
CHILD AGE 5 TO 15,36,SHOP,79.538126875
CHILD AGE 5 TO 15,36,SOC AND REC,133.098502291667
CHILD AGE 5 TO 15,36,WORK,8.52265375
CHILD AGE 5 TO 15,37,COMMUTE,79.7497666982639
CHILD AGE 5 TO 15,37,ESCORT,53.12296
CHILD AGE 5 TO 15,37,HOME,1390.46404458333
CHILD AGE 5 TO 15,37,MEAL,59.3699
CHILD AGE 5 TO 15,37,OTHER,0
CHILD AGE 5 TO 15,37,SCHOOL,8.54820041666667
CHILD AGE 5 TO 15,37,SHOP,50.5806433333333
CHILD AGE 5 TO 15,37,SOC AND REC,90.136796875
CHILD AGE 5 TO 15,37,WORK,3.299955625
CHILD AGE 5 TO 15,38,COMMUTE,73.1964189840278
CHILD AGE 5 TO 15,38,ESCORT,41.4859752083333
CHILD AGE 5 TO 15,38,HOME,1435.73630916667
CHILD AGE 5 TO 15,38,MEAL,13.4766064583333
CHILD AGE 5 TO 15,38,OTHER,0
CHILD AGE 5 TO 15,38,SCHOOL,1.99031041666667
CHILD AGE 5 TO 15,38,SHOP,42.3266802083333
CHILD AGE 5 TO 15,38,SOC AND REC,79.6823179166667
CHILD AGE 5 TO 15,38,WORK,3.21678729166667
CHILD AGE 5 TO 15,39,COMMUTE,21.8265487211806
CHILD AGE 5 TO 15,39,ESCORT,41.4859752083333
CHILD AGE 5 TO 15,39,HOME,1369.02732479167
CHILD AGE 5 TO 15,39,MEAL,13.4766064583333
CHILD AGE 5 TO 15,39,OTHER,0
CHILD AGE 5 TO 15,39,SCHOOL,0
CHILD AGE 5 TO 15,39,SHOP,16.732301875
CHILD AGE 5 TO 15,39,SOC AND REC,46.670544375
CHILD AGE 5 TO 15,39,WORK,3.13361895833333
CHILD AGE 5 TO 15,40,COMMUTE,28.2117869614583
CHILD AGE 5 TO 15,40,ESCORT,41.4859752083333
CHILD AGE 5 TO 15,40,HOME,1367.95711916667
CHILD AGE 5 TO 15,40,MEAL,13.4766064583333
CHILD AGE 5 TO 15,40,OTHER,0
CHILD AGE 5 TO 15,40,SCHOOL,0
CHILD AGE 5 TO 15,40,SHOP,33.245644375
CHILD AGE 5 TO 15,40,SOC AND REC,46.670544375
CHILD AGE 5 TO 15,40,WORK,3.13361895833333
CHILD AGE 5 TO 15,41,COMMUTE,36.063960953125
CHILD AGE 5 TO 15,41,ESCORT,24.9726327083333
CHILD AGE 5 TO 15,41,HOME,1376.21379041667
CHILD AGE 5 TO 15,41,MEAL,7.76687895833333
CHILD AGE 5 TO 15,41,OTHER,0
CHILD AGE 5 TO 15,41,SCHOOL,0
CHILD AGE 5 TO 15,41,SHOP,24.988973125
CHILD AGE 5 TO 15,41,SOC AND REC,46.670544375
CHILD AGE 5 TO 15,41,WORK,3.13361895833333
CHILD AGE 5 TO 15,42,COMMUTE,31.577836240625
CHILD AGE 5 TO 15,42,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,42,HOME,1384.47046166667
CHILD AGE 5 TO 15,42,MEAL,7.76687895833333
CHILD AGE 5 TO 15,42,OTHER,0
CHILD AGE 5 TO 15,42,SCHOOL,0
CHILD AGE 5 TO 15,42,SHOP,16.732301875
CHILD AGE 5 TO 15,42,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,42,WORK,3.13361895833333
CHILD AGE 5 TO 15,43,COMMUTE,31.6753815725695
CHILD AGE 5 TO 15,43,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,43,HOME,1386.53908375
CHILD AGE 5 TO 15,43,MEAL,7.76687895833333
CHILD AGE 5 TO 15,43,OTHER,0
CHILD AGE 5 TO 15,43,SCHOOL,0
CHILD AGE 5 TO 15,43,SHOP,16.732301875
CHILD AGE 5 TO 15,43,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,43,WORK,3.13361895833333
CHILD AGE 5 TO 15,44,COMMUTE,31.109958203125
CHILD AGE 5 TO 15,44,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,44,HOME,1394.78684666667
CHILD AGE 5 TO 15,44,MEAL,7.76687895833333
CHILD AGE 5 TO 15,44,OTHER,0
CHILD AGE 5 TO 15,44,SCHOOL,0
CHILD AGE 5 TO 15,44,SHOP,16.732301875
CHILD AGE 5 TO 15,44,SOC AND REC,34.2855372916667
CHILD AGE 5 TO 15,44,WORK,3.13361895833333
CHILD AGE 5 TO 15,45,COMMUTE,18.6807744850694
CHILD AGE 5 TO 15,45,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,45,HOME,1385.53545854167
CHILD AGE 5 TO 15,45,MEAL,7.76687895833333
CHILD AGE 5 TO 15,45,OTHER,0
CHILD AGE 5 TO 15,45,SCHOOL,0
CHILD AGE 5 TO 15,45,SHOP,16.732301875
CHILD AGE 5 TO 15,45,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,45,WORK,3.13361895833333
CHILD AGE 5 TO 15,46,COMMUTE,17.5271837427083
CHILD AGE 5 TO 15,46,ESCORT,19.5708252083333
CHILD AGE 5 TO 15,46,HOME,1379.54697583333
CHILD AGE 5 TO 15,46,MEAL,7.76687895833333
CHILD AGE 5 TO 15,46,OTHER,0
CHILD AGE 5 TO 15,46,SCHOOL,0
CHILD AGE 5 TO 15,46,SHOP,16.732301875
CHILD AGE 5 TO 15,46,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,46,WORK,3.13361895833333
CHILD AGE 5 TO 15,47,COMMUTE,16.5850787052083
CHILD AGE 5 TO 15,47,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,47,HOME,1382.40183958333
CHILD AGE 5 TO 15,47,MEAL,7.76687895833333
CHILD AGE 5 TO 15,47,OTHER,0
CHILD AGE 5 TO 15,47,SCHOOL,0
CHILD AGE 5 TO 15,47,SHOP,16.732301875
CHILD AGE 5 TO 15,47,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,47,WORK,3.13361895833333
CHILD AGE 5 TO 15,48,COMMUTE,15.6286993489583
CHILD AGE 5 TO 15,48,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,48,HOME,1382.40183958333
CHILD AGE 5 TO 15,48,MEAL,7.76687895833333
CHILD AGE 5 TO 15,48,OTHER,0
CHILD AGE 5 TO 15,48,SCHOOL,0
CHILD AGE 5 TO 15,48,SHOP,16.732301875
CHILD AGE 5 TO 15,48,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,48,WORK,3.13361895833333
CHILD AGE 16 PLUS,1,COMMUTE,0
CHILD AGE 16 PLUS,1,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,1,HOME,107.68807125
CHILD AGE 16 PLUS,1,MEAL,6.6042975
CHILD AGE 16 PLUS,1,OTHER,0
CHILD AGE 16 PLUS,1,SCHOOL,0
CHILD AGE 16 PLUS,1,SHOP,10.5750958333333
CHILD AGE 16 PLUS,1,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,1,WORK,0
CHILD AGE 16 PLUS,2,COMMUTE,0
CHILD AGE 16 PLUS,2,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,2,HOME,107.68807125
CHILD AGE 16 PLUS,2,MEAL,6.6042975
CHILD AGE 16 PLUS,2,OTHER,0
CHILD AGE 16 PLUS,2,SCHOOL,0
CHILD AGE 16 PLUS,2,SHOP,10.5750958333333
CHILD AGE 16 PLUS,2,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,2,WORK,0
CHILD AGE 16 PLUS,3,COMMUTE,0
CHILD AGE 16 PLUS,3,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,3,HOME,107.68807125
CHILD AGE 16 PLUS,3,MEAL,6.6042975
CHILD AGE 16 PLUS,3,OTHER,0
CHILD AGE 16 PLUS,3,SCHOOL,0
CHILD AGE 16 PLUS,3,SHOP,10.5750958333333
CHILD AGE 16 PLUS,3,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,3,WORK,0
CHILD AGE 16 PLUS,4,COMMUTE,0
CHILD AGE 16 PLUS,4,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,4,HOME,107.68807125
CHILD AGE 16 PLUS,4,MEAL,6.6042975
CHILD AGE 16 PLUS,4,OTHER,0
CHILD AGE 16 PLUS,4,SCHOOL,0
CHILD AGE 16 PLUS,4,SHOP,10.5750958333333
CHILD AGE 16 PLUS,4,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,4,WORK,0
CHILD AGE 16 PLUS,5,COMMUTE,0.761180833333333
CHILD AGE 16 PLUS,5,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,5,HOME,107.68807125
CHILD AGE 16 PLUS,5,MEAL,6.6042975
CHILD AGE 16 PLUS,5,OTHER,0
CHILD AGE 16 PLUS,5,SCHOOL,0
CHILD AGE 16 PLUS,5,SHOP,10.5750958333333
CHILD AGE 16 PLUS,5,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,5,WORK,0
CHILD AGE 16 PLUS,6,COMMUTE,2.35631871527778
CHILD AGE 16 PLUS,6,ESCORT,12.8817289583333
CHILD AGE 16 PLUS,6,HOME,107.68807125
CHILD AGE 16 PLUS,6,MEAL,6.6042975
CHILD AGE 16 PLUS,6,OTHER,0
CHILD AGE 16 PLUS,6,SCHOOL,0
CHILD AGE 16 PLUS,6,SHOP,12.8586383333333
CHILD AGE 16 PLUS,6,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,6,WORK,0
CHILD AGE 16 PLUS,7,COMMUTE,31.2249580555556
CHILD AGE 16 PLUS,7,ESCORT,27.3286997916667
CHILD AGE 16 PLUS,7,HOME,111.815776875
CHILD AGE 16 PLUS,7,MEAL,6.6042975
CHILD AGE 16 PLUS,7,OTHER,0
CHILD AGE 16 PLUS,7,SCHOOL,0
CHILD AGE 16 PLUS,7,SHOP,12.8586383333333
CHILD AGE 16 PLUS,7,SOC AND REC,24.7661164583333
CHILD AGE 16 PLUS,7,WORK,12.3831191666667
CHILD AGE 16 PLUS,8,COMMUTE,96.1699758716435
CHILD AGE 16 PLUS,8,ESCORT,18.3054752083333
CHILD AGE 16 PLUS,8,HOME,106.926890416667
CHILD AGE 16 PLUS,8,MEAL,10.732003125
CHILD AGE 16 PLUS,8,OTHER,0
CHILD AGE 16 PLUS,8,SCHOOL,20.7601429166667
CHILD AGE 16 PLUS,8,SHOP,2.539373125
CHILD AGE 16 PLUS,8,SOC AND REC,30.9576760416667
CHILD AGE 16 PLUS,8,WORK,0
CHILD AGE 16 PLUS,9,COMMUTE,172.811634190856
CHILD AGE 16 PLUS,9,ESCORT,55.44815875
CHILD AGE 16 PLUS,9,HOME,79.5686341666667
CHILD AGE 16 PLUS,9,MEAL,6.6042975
CHILD AGE 16 PLUS,9,OTHER,0
CHILD AGE 16 PLUS,9,SCHOOL,214.4053675
CHILD AGE 16 PLUS,9,SHOP,2.539373125
CHILD AGE 16 PLUS,9,SOC AND REC,39.85447625
CHILD AGE 16 PLUS,9,WORK,22.9993295833333
CHILD AGE 16 PLUS,10,COMMUTE,127.071810697801
CHILD AGE 16 PLUS,10,ESCORT,44.0371995833333
CHILD AGE 16 PLUS,10,HOME,63.2419452083333
CHILD AGE 16 PLUS,10,MEAL,6.6042975
CHILD AGE 16 PLUS,10,OTHER,0
CHILD AGE 16 PLUS,10,SCHOOL,335.596016666667
CHILD AGE 16 PLUS,10,SHOP,2.539373125
CHILD AGE 16 PLUS,10,SOC AND REC,48.567675
CHILD AGE 16 PLUS,10,WORK,39.5101347916667
CHILD AGE 16 PLUS,11,COMMUTE,88.0279588321594
CHILD AGE 16 PLUS,11,ESCORT,28.6181079166667
CHILD AGE 16 PLUS,11,HOME,63.2419452083333
CHILD AGE 16 PLUS,11,MEAL,8.33541291666667
CHILD AGE 16 PLUS,11,OTHER,0
CHILD AGE 16 PLUS,11,SCHOOL,459.387630833333
CHILD AGE 16 PLUS,11,SHOP,2.539373125
CHILD AGE 16 PLUS,11,SOC AND REC,49.0087977083333
CHILD AGE 16 PLUS,11,WORK,39.5101347916667
CHILD AGE 16 PLUS,12,COMMUTE,35.4257883601687
CHILD AGE 16 PLUS,12,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,12,HOME,63.2419452083333
CHILD AGE 16 PLUS,12,MEAL,6.6042975
CHILD AGE 16 PLUS,12,OTHER,0
CHILD AGE 16 PLUS,12,SCHOOL,461.170232708334
CHILD AGE 16 PLUS,12,SHOP,2.539373125
CHILD AGE 16 PLUS,12,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,12,WORK,38.0367747916667
CHILD AGE 16 PLUS,13,COMMUTE,31.7870708018353
CHILD AGE 16 PLUS,13,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,13,HOME,65.5254877083333
CHILD AGE 16 PLUS,13,MEAL,6.6042975
CHILD AGE 16 PLUS,13,OTHER,0
CHILD AGE 16 PLUS,13,SCHOOL,462.849861875
CHILD AGE 16 PLUS,13,SHOP,8.51124333333333
CHILD AGE 16 PLUS,13,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,13,WORK,38.0367747916667
CHILD AGE 16 PLUS,14,COMMUTE,25.9123863254464
CHILD AGE 16 PLUS,14,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,14,HOME,63.2419452083333
CHILD AGE 16 PLUS,14,MEAL,6.6042975
CHILD AGE 16 PLUS,14,OTHER,0
CHILD AGE 16 PLUS,14,SCHOOL,462.849861875
CHILD AGE 16 PLUS,14,SHOP,8.51124333333333
CHILD AGE 16 PLUS,14,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,14,WORK,38.0367747916667
CHILD AGE 16 PLUS,15,COMMUTE,25.9123863254464
CHILD AGE 16 PLUS,15,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,15,HOME,63.2419452083333
CHILD AGE 16 PLUS,15,MEAL,6.6042975
CHILD AGE 16 PLUS,15,OTHER,0
CHILD AGE 16 PLUS,15,SCHOOL,462.849861875
CHILD AGE 16 PLUS,15,SHOP,8.51124333333333
CHILD AGE 16 PLUS,15,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,15,WORK,38.0367747916667
CHILD AGE 16 PLUS,16,COMMUTE,30.5967507230159
CHILD AGE 16 PLUS,16,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,16,HOME,71.4973579166667
CHILD AGE 16 PLUS,16,MEAL,6.6042975
CHILD AGE 16 PLUS,16,OTHER,0
CHILD AGE 16 PLUS,16,SCHOOL,462.849861875
CHILD AGE 16 PLUS,16,SHOP,8.51124333333333
CHILD AGE 16 PLUS,16,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,16,WORK,38.0367747916667
CHILD AGE 16 PLUS,17,COMMUTE,37.7606886785714
CHILD AGE 16 PLUS,17,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,17,HOME,71.4973579166667
CHILD AGE 16 PLUS,17,MEAL,9.09603458333333
CHILD AGE 16 PLUS,17,OTHER,0
CHILD AGE 16 PLUS,17,SCHOOL,462.849861875
CHILD AGE 16 PLUS,17,SHOP,8.51124333333333
CHILD AGE 16 PLUS,17,SOC AND REC,34.1943033333333
CHILD AGE 16 PLUS,17,WORK,38.0367747916667
CHILD AGE 16 PLUS,18,COMMUTE,30.2194021712798
CHILD AGE 16 PLUS,18,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,18,HOME,76.809398125
CHILD AGE 16 PLUS,18,MEAL,9.09603458333333
CHILD AGE 16 PLUS,18,OTHER,0
CHILD AGE 16 PLUS,18,SCHOOL,462.849861875
CHILD AGE 16 PLUS,18,SHOP,0.255830625
CHILD AGE 16 PLUS,18,SOC AND REC,36.6257983333333
CHILD AGE 16 PLUS,18,WORK,38.0367747916667
CHILD AGE 16 PLUS,19,COMMUTE,41.2382823323909
CHILD AGE 16 PLUS,19,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,19,HOME,101.575632291667
CHILD AGE 16 PLUS,19,MEAL,9.09603458333333
CHILD AGE 16 PLUS,19,OTHER,0
CHILD AGE 16 PLUS,19,SCHOOL,450.466744791667
CHILD AGE 16 PLUS,19,SHOP,0.255830625
CHILD AGE 16 PLUS,19,SOC AND REC,36.6257983333333
CHILD AGE 16 PLUS,19,WORK,38.0367747916667
CHILD AGE 16 PLUS,20,COMMUTE,31.8736630816964
CHILD AGE 16 PLUS,20,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,20,HOME,89.9536960416667
CHILD AGE 16 PLUS,20,MEAL,9.09603458333333
CHILD AGE 16 PLUS,20,OTHER,0
CHILD AGE 16 PLUS,20,SCHOOL,438.083627708333
CHILD AGE 16 PLUS,20,SHOP,0.255830625
CHILD AGE 16 PLUS,20,SOC AND REC,24.24268125
CHILD AGE 16 PLUS,20,WORK,38.0367747916667
CHILD AGE 16 PLUS,21,COMMUTE,27.7069367414187
CHILD AGE 16 PLUS,21,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,21,HOME,94.0814016666667
CHILD AGE 16 PLUS,21,MEAL,9.09603458333333
CHILD AGE 16 PLUS,21,OTHER,0
CHILD AGE 16 PLUS,21,SCHOOL,438.083627708333
CHILD AGE 16 PLUS,21,SHOP,0.255830625
CHILD AGE 16 PLUS,21,SOC AND REC,23.4815004166667
CHILD AGE 16 PLUS,21,WORK,38.0367747916667
CHILD AGE 16 PLUS,22,COMMUTE,56.1357262889881
CHILD AGE 16 PLUS,22,ESCORT,30.3492233333333
CHILD AGE 16 PLUS,22,HOME,94.1771079166667
CHILD AGE 16 PLUS,22,MEAL,6.6042975
CHILD AGE 16 PLUS,22,OTHER,0
CHILD AGE 16 PLUS,22,SCHOOL,452.958481875
CHILD AGE 16 PLUS,22,SHOP,0.255830625
CHILD AGE 16 PLUS,22,SOC AND REC,26.5771516666667
CHILD AGE 16 PLUS,22,WORK,38.0367747916667
CHILD AGE 16 PLUS,23,COMMUTE,120.213236922669
CHILD AGE 16 PLUS,23,ESCORT,23.6294364583333
CHILD AGE 16 PLUS,23,HOME,193.499027708333
CHILD AGE 16 PLUS,23,MEAL,6.6042975
CHILD AGE 16 PLUS,23,OTHER,0
CHILD AGE 16 PLUS,23,SCHOOL,379.876275
CHILD AGE 16 PLUS,23,SHOP,20.1590747916667
CHILD AGE 16 PLUS,23,SOC AND REC,63.9067529166667
CHILD AGE 16 PLUS,23,WORK,43.4605210416667
CHILD AGE 16 PLUS,24,COMMUTE,71.9298457914186
CHILD AGE 16 PLUS,24,ESCORT,19.5017308333333
CHILD AGE 16 PLUS,24,HOME,182.932049583333
CHILD AGE 16 PLUS,24,MEAL,6.6042975
CHILD AGE 16 PLUS,24,OTHER,0
CHILD AGE 16 PLUS,24,SCHOOL,351.678407083333
CHILD AGE 16 PLUS,24,SHOP,14.3351583333333
CHILD AGE 16 PLUS,24,SOC AND REC,71.7394152083334
CHILD AGE 16 PLUS,24,WORK,28.7165635416667
CHILD AGE 16 PLUS,25,COMMUTE,72.1566802238426
CHILD AGE 16 PLUS,25,ESCORT,15.8859
CHILD AGE 16 PLUS,25,HOME,204.331325208333
CHILD AGE 16 PLUS,25,MEAL,6.6042975
CHILD AGE 16 PLUS,25,OTHER,0
CHILD AGE 16 PLUS,25,SCHOOL,324.542319375
CHILD AGE 16 PLUS,25,SHOP,14.3351583333333
CHILD AGE 16 PLUS,25,SOC AND REC,26.453023125
CHILD AGE 16 PLUS,25,WORK,53.4851064583333
CHILD AGE 16 PLUS,26,COMMUTE,121.188158443519
CHILD AGE 16 PLUS,26,ESCORT,51.4360366666667
CHILD AGE 16 PLUS,26,HOME,233.84792375
CHILD AGE 16 PLUS,26,MEAL,8.33541291666667
CHILD AGE 16 PLUS,26,OTHER,0
CHILD AGE 16 PLUS,26,SCHOOL,233.171595416667
CHILD AGE 16 PLUS,26,SHOP,10.2074527083333
CHILD AGE 16 PLUS,26,SOC AND REC,55.2966645833334
CHILD AGE 16 PLUS,26,WORK,48.766906875
CHILD AGE 16 PLUS,27,COMMUTE,104.218832478819
CHILD AGE 16 PLUS,27,ESCORT,42.312070625
CHILD AGE 16 PLUS,27,HOME,227.105236666667
CHILD AGE 16 PLUS,27,MEAL,8.33541291666667
CHILD AGE 16 PLUS,27,OTHER,0
CHILD AGE 16 PLUS,27,SCHOOL,114.253354583333
CHILD AGE 16 PLUS,27,SHOP,46.4520558333333
CHILD AGE 16 PLUS,27,SOC AND REC,57.765685625
CHILD AGE 16 PLUS,27,WORK,43.343160625
CHILD AGE 16 PLUS,28,COMMUTE,55.7315803091435
CHILD AGE 16 PLUS,28,ESCORT,45.7296575
CHILD AGE 16 PLUS,28,HOME,230.129229166667
CHILD AGE 16 PLUS,28,MEAL,6.65974770833333
CHILD AGE 16 PLUS,28,OTHER,0
CHILD AGE 16 PLUS,28,SCHOOL,87.9586639583333
CHILD AGE 16 PLUS,28,SHOP,28.765200625
CHILD AGE 16 PLUS,28,SOC AND REC,43.5027364583333
CHILD AGE 16 PLUS,28,WORK,35.0877885416667
CHILD AGE 16 PLUS,29,COMMUTE,41.2014808231482
CHILD AGE 16 PLUS,29,ESCORT,58.8969402083333
CHILD AGE 16 PLUS,29,HOME,199.170805
CHILD AGE 16 PLUS,29,MEAL,19.109298125
CHILD AGE 16 PLUS,29,OTHER,0
CHILD AGE 16 PLUS,29,SCHOOL,85.2593889583333
CHILD AGE 16 PLUS,29,SHOP,31.3837189583333
CHILD AGE 16 PLUS,29,SOC AND REC,35.3671170833333
CHILD AGE 16 PLUS,29,WORK,35.0877885416667
CHILD AGE 16 PLUS,30,COMMUTE,57.4509916658565
CHILD AGE 16 PLUS,30,ESCORT,63.7036072916667
CHILD AGE 16 PLUS,30,HOME,176.018414583333
CHILD AGE 16 PLUS,30,MEAL,15.807149375
CHILD AGE 16 PLUS,30,OTHER,0
CHILD AGE 16 PLUS,30,SCHOOL,100.821803541667
CHILD AGE 16 PLUS,30,SHOP,13.8772445833333
CHILD AGE 16 PLUS,30,SOC AND REC,38.8307591666667
CHILD AGE 16 PLUS,30,WORK,28.8962289583333
CHILD AGE 16 PLUS,31,COMMUTE,50.3503932075232
CHILD AGE 16 PLUS,31,ESCORT,60.10412875
CHILD AGE 16 PLUS,31,HOME,189.211569791667
CHILD AGE 16 PLUS,31,MEAL,15.807149375
CHILD AGE 16 PLUS,31,OTHER,0
CHILD AGE 16 PLUS,31,SCHOOL,77.5465360416667
CHILD AGE 16 PLUS,31,SHOP,26.0174575
CHILD AGE 16 PLUS,31,SOC AND REC,61.5880904166667
CHILD AGE 16 PLUS,31,WORK,24.7685429166667
CHILD AGE 16 PLUS,32,COMMUTE,28.2075325238426
CHILD AGE 16 PLUS,32,ESCORT,70.9516210416667
CHILD AGE 16 PLUS,32,HOME,168.0931075
CHILD AGE 16 PLUS,32,MEAL,19.3924316666667
CHILD AGE 16 PLUS,32,OTHER,0
CHILD AGE 16 PLUS,32,SCHOOL,65.41032375
CHILD AGE 16 PLUS,32,SHOP,30.0506014583333
CHILD AGE 16 PLUS,32,SOC AND REC,47.5369479166667
CHILD AGE 16 PLUS,32,WORK,24.7685429166667
CHILD AGE 16 PLUS,33,COMMUTE,38.2254924576389
CHILD AGE 16 PLUS,33,ESCORT,60.10412875
CHILD AGE 16 PLUS,33,HOME,180.038346875
CHILD AGE 16 PLUS,33,MEAL,6.88743104166667
CHILD AGE 16 PLUS,33,OTHER,0
CHILD AGE 16 PLUS,33,SCHOOL,50.3904283333333
CHILD AGE 16 PLUS,33,SHOP,25.0073914583333
CHILD AGE 16 PLUS,33,SOC AND REC,53.5449060416667
CHILD AGE 16 PLUS,33,WORK,24.7685429166667
CHILD AGE 16 PLUS,34,COMMUTE,25.4506120770833
CHILD AGE 16 PLUS,34,ESCORT,59.026845625
CHILD AGE 16 PLUS,34,HOME,170.188636041667
