ZONE,COUNTY,PERSON GROUP,QUANTITY
1135,Davidson,VISITORS,180.64
1136,Davidson,RESIDENTS,2359.5
1136,Davidson,VISITORS,189.1
1137,Davidson,RESIDENTS,1575.44
1137,Davidson,VISITORS,142.77
1138,Davidson,RESIDENTS,7904.61
1138,Davidson,VISITORS,498.89
1139,Davidson,RESIDENTS,5183.07
1139,Davidson,VISITORS,294.38
1140,Davidson,RESIDENTS,3762.8
1140,Davidson,VISITORS,235.87
1141,Davidson,RESIDENTS,961.46
1141,Davidson,VISITORS,76.77
1142,Davidson,RESIDENTS,894.78
1142,Davidson,VISITORS,38.78
1143,Davidson,RESIDENTS,657.7
1143,Davidson,VISITORS,49.82
1144,Davidson,RESIDENTS,2801.58
1144,Davidson,VISITORS,130.73
1145,Davidson,RESIDENTS,6534.67
1145,Davidson,VISITORS,688.82
1146,Davidson,RESIDENTS,1016.74
1146,Davidson,VISITORS,58.85
1147,Davidson,RESIDENTS,2529.73
1147,Davidson,VISITORS,67.15
1148,Davidson,RESIDENTS,925.02
1148,Davidson,VISITORS,9.66
1149,Davidson,RESIDENTS,356.36
1149,Davidson,VISITORS,10.34
1150,Davidson,RESIDENTS,91.18
1150,Davidson,VISITORS,0
1151,Davidson,RESIDENTS,257.05
1151,Davidson,VISITORS,11.46
1152,Davidson,RESIDENTS,7434.03
1152,Davidson,VISITORS,1012.11
1153,Davidson,RESIDENTS,506.53
1153,Davidson,VISITORS,13.02
1154,Davidson,RESIDENTS,511.46
1154,Davidson,VISITORS,16.25
1155,Davidson,RESIDENTS,561.79
1155,Davidson,VISITORS,11.83
1156,Davidson,RESIDENTS,911.85
1156,Davidson,VISITORS,145.76
1157,Davidson,RESIDENTS,125.18
1157,Davidson,VISITORS,6.52
1158,Davidson,RESIDENTS,437.32
1158,Davidson,VISITORS,36.11
1159,Davidson,RESIDENTS,165.74
1159,Davidson,VISITORS,11.27
1160,Davidson,RESIDENTS,242.04
1160,Davidson,VISITORS,15.86
1161,Davidson,RESIDENTS,764.7
1161,Davidson,VISITORS,11.17
1162,Davidson,RESIDENTS,9426.53
1162,Davidson,VISITORS,241.6
1163,Davidson,RESIDENTS,2523
1163,Davidson,VISITORS,39.7
1164,Davidson,RESIDENTS,629.39
1164,Davidson,VISITORS,62.14
1165,Davidson,RESIDENTS,996.66
1165,Davidson,VISITORS,26.92
1166,Davidson,RESIDENTS,822.55
1166,Davidson,VISITORS,22.46
1167,Davidson,RESIDENTS,812.02
1167,Davidson,VISITORS,22.12
1168,Davidson,RESIDENTS,1536.69
1168,Davidson,VISITORS,64.45
1169,Davidson,RESIDENTS,812.51
1169,Davidson,VISITORS,48.91
1170,Davidson,RESIDENTS,1070.08
1170,Davidson,VISITORS,44.41
1171,Davidson,RESIDENTS,731.47
1171,Davidson,VISITORS,90.88
1172,Davidson,RESIDENTS,596.48
1172,Davidson,VISITORS,240.13
1173,Davidson,RESIDENTS,509.4
1173,Davidson,VISITORS,75.13
1174,Davidson,RESIDENTS,6123.52
1174,Davidson,VISITORS,751.95
1175,Davidson,RESIDENTS,3617.34
1175,Davidson,VISITORS,495.17
1176,Davidson,RESIDENTS,1168.73
1176,Davidson,VISITORS,216.89
1177,Davidson,RESIDENTS,1321.33
1177,Davidson,VISITORS,47.1
1178,Davidson,RESIDENTS,733.05
1178,Davidson,VISITORS,121.51
1179,Davidson,RESIDENTS,8.99
1179,Davidson,VISITORS,4.53
1180,Davidson,RESIDENTS,234.68
1180,Davidson,VISITORS,9.93
1181,Davidson,RESIDENTS,1577.98
1181,Davidson,VISITORS,232.27
1182,Davidson,RESIDENTS,1092.2
1182,Davidson,VISITORS,109.9
1183,Davidson,RESIDENTS,598.05
1183,Davidson,VISITORS,94.07
1184,Davidson,RESIDENTS,21.86
1184,Davidson,VISITORS,32.43
1185,Davidson,RESIDENTS,192.7
1185,Davidson,VISITORS,0
1186,Davidson,RESIDENTS,717.72
1186,Davidson,VISITORS,83.94
1187,Davidson,RESIDENTS,821.77
1187,Davidson,VISITORS,32.33
1188,Davidson,RESIDENTS,35.09
1188,Davidson,VISITORS,0
1189,Davidson,RESIDENTS,86.13
1189,Davidson,VISITORS,0
1190,Davidson,RESIDENTS,2083.17
1190,Davidson,VISITORS,121.46
1191,Davidson,RESIDENTS,4681.18
1191,Davidson,VISITORS,124.17
1192,Davidson,RESIDENTS,6401.35
1192,Davidson,VISITORS,463.32
1193,Davidson,RESIDENTS,2277.88
1193,Davidson,VISITORS,65.55
1194,Davidson,RESIDENTS,1915.6
1194,Davidson,VISITORS,36.24
1195,Davidson,RESIDENTS,208.24
1195,Davidson,VISITORS,27.25
1196,Davidson,RESIDENTS,6934.32
1196,Davidson,VISITORS,1136.18
1197,Davidson,RESIDENTS,1114.4
1197,Davidson,VISITORS,112.86
1198,Davidson,RESIDENTS,782.54
1198,Davidson,VISITORS,34.1
1199,Davidson,RESIDENTS,2123.52
1199,Davidson,VISITORS,53.56
1200,Davidson,RESIDENTS,1250.95
1200,Davidson,VISITORS,38.32
1201,Davidson,RESIDENTS,2600.24
1201,Davidson,VISITORS,49.39
1202,Davidson,RESIDENTS,6110.1
1202,Davidson,VISITORS,316.79
1203,Davidson,RESIDENTS,3988.54
1203,Davidson,VISITORS,142.71
1204,Davidson,RESIDENTS,571.96
1204,Davidson,VISITORS,0.85
1205,Davidson,RESIDENTS,459.63
1205,Davidson,VISITORS,10.77
1206,Davidson,RESIDENTS,611.03
1206,Davidson,VISITORS,63.85
1207,Davidson,RESIDENTS,1526.22
1207,Davidson,VISITORS,16.12
1208,Davidson,RESIDENTS,2360.18
1208,Davidson,VISITORS,60.03
1209,Davidson,RESIDENTS,3931.81
1209,Davidson,VISITORS,337.87
1210,Davidson,RESIDENTS,4917.18
1210,Davidson,VISITORS,282.3
1211,Davidson,RESIDENTS,765.36
1211,Davidson,VISITORS,6.05
1212,Davidson,RESIDENTS,64.54
1212,Davidson,VISITORS,9.48
1213,Davidson,RESIDENTS,1297.08
1213,Davidson,VISITORS,35.89
1214,Davidson,RESIDENTS,3454.93
1214,Davidson,VISITORS,119.32
1215,Davidson,RESIDENTS,1819.16
1215,Davidson,VISITORS,47.16
1216,Davidson,RESIDENTS,1547.43
1216,Davidson,VISITORS,19.64
1217,Davidson,RESIDENTS,1606.15
1217,Davidson,VISITORS,24.41
1218,Davidson,RESIDENTS,2150.47
1218,Davidson,VISITORS,135.13
1219,Davidson,RESIDENTS,0
1219,Davidson,VISITORS,0
1220,Davidson,RESIDENTS,296.05
1220,Davidson,VISITORS,9.09
1221,Davidson,RESIDENTS,5402.68
1221,Davidson,VISITORS,682.96
1222,Davidson,RESIDENTS,1080.35
1222,Davidson,VISITORS,143.48
1223,Davidson,RESIDENTS,1554.88
1223,Davidson,VISITORS,134.06
1224,Davidson,RESIDENTS,1555.23
1224,Davidson,VISITORS,30.4
1225,Davidson,RESIDENTS,1536.04
1225,Davidson,VISITORS,50.36
1226,Davidson,RESIDENTS,1732.66
1226,Davidson,VISITORS,132.7
1227,Davidson,RESIDENTS,2795.12
1227,Davidson,VISITORS,79.67
1228,Davidson,RESIDENTS,624.09
1228,Davidson,VISITORS,12.05
1229,Davidson,RESIDENTS,1804.32
1229,Davidson,VISITORS,28.6
1230,Davidson,RESIDENTS,164.51
1230,Davidson,VISITORS,22.07
1231,Davidson,RESIDENTS,1424.59
1231,Davidson,VISITORS,50.13
1232,Davidson,RESIDENTS,68.14
1232,Davidson,VISITORS,1.25
1233,Davidson,RESIDENTS,308.01
1233,Davidson,VISITORS,10.72
1234,Davidson,RESIDENTS,1582.97
1234,Davidson,VISITORS,43.57
1235,Davidson,RESIDENTS,874.27
1235,Davidson,VISITORS,16.89
1236,Davidson,RESIDENTS,455.99
1236,Davidson,VISITORS,9.56
1237,Davidson,RESIDENTS,426.56
1237,Davidson,VISITORS,19.6
1238,Davidson,RESIDENTS,664.49
1238,Davidson,VISITORS,19.56
1239,Davidson,RESIDENTS,331.04
1239,Davidson,VISITORS,10.4
1240,Davidson,RESIDENTS,2713.45
1240,Davidson,VISITORS,58.93
1241,Davidson,RESIDENTS,415.54
1241,Davidson,VISITORS,7.88
1242,Davidson,RESIDENTS,3043.34
1242,Davidson,VISITORS,113.69
1243,Davidson,RESIDENTS,2589.51
1243,Davidson,VISITORS,95.13
1244,Davidson,RESIDENTS,1085.63
1244,Davidson,VISITORS,14.68
1245,Davidson,RESIDENTS,1331.22
1245,Davidson,VISITORS,19.55
1246,Davidson,RESIDENTS,1361.58
1246,Davidson,VISITORS,26.91
1247,Davidson,RESIDENTS,2401.05
1247,Davidson,VISITORS,88.22
1248,Davidson,RESIDENTS,496.22
1248,Davidson,VISITORS,46.94
1249,Davidson,RESIDENTS,1446.73
1249,Davidson,VISITORS,92.18
1250,Davidson,RESIDENTS,891.6
1250,Davidson,VISITORS,52.22
1251,Davidson,RESIDENTS,890.74
1251,Davidson,VISITORS,29.47
1252,Davidson,RESIDENTS,597.48
1252,Davidson,VISITORS,23.01
1253,Davidson,RESIDENTS,995.17
1253,Davidson,VISITORS,20.81
1254,Davidson,RESIDENTS,2050.91
1254,Davidson,VISITORS,37.93
1255,Davidson,RESIDENTS,1092.62
1255,Davidson,VISITORS,17.56
1256,Davidson,RESIDENTS,699.49
1256,Davidson,VISITORS,34.56
1257,Davidson,RESIDENTS,2783.39
1257,Davidson,VISITORS,33.66
1258,Davidson,RESIDENTS,869.61
1258,Davidson,VISITORS,34.2
1259,Davidson,RESIDENTS,591.77
1259,Davidson,VISITORS,9.84
1260,Davidson,RESIDENTS,1185.55
1260,Davidson,VISITORS,17.83
1261,Davidson,RESIDENTS,3250.74
1261,Davidson,VISITORS,80.33
1262,Davidson,RESIDENTS,2250.44
1262,Davidson,VISITORS,97.44
1263,Davidson,RESIDENTS,1412.46
1263,Davidson,VISITORS,50.15
1264,Davidson,RESIDENTS,2865.68
1264,Davidson,VISITORS,62.37
1265,Davidson,RESIDENTS,1691.08
1265,Davidson,VISITORS,47.7
1266,Maury,RESIDENTS,594.41
1266,Maury,VISITORS,13.87
1267,Maury,RESIDENTS,124.17
1267,Maury,VISITORS,0.95
1268,Maury,RESIDENTS,283.86
1268,Maury,VISITORS,11.61
1269,Maury,RESIDENTS,116.13
1269,Maury,VISITORS,6.52
1270,Maury,RESIDENTS,179.61
1270,Maury,VISITORS,27.41
1271,Maury,RESIDENTS,678.34
1271,Maury,VISITORS,3.07
1272,Maury,RESIDENTS,683.37
1272,Maury,VISITORS,9.11
1273,Maury,RESIDENTS,21.66
1273,Maury,VISITORS,3.07
1274,Maury,RESIDENTS,87.44
1274,Maury,VISITORS,0
1275,Maury,RESIDENTS,745.49
1275,Maury,VISITORS,8.29
1276,Maury,RESIDENTS,18.67
1276,Maury,VISITORS,8.59
1277,Maury,RESIDENTS,208.3
1277,Maury,VISITORS,15.4
1278,Maury,RESIDENTS,651.93
1278,Maury,VISITORS,31.42
1279,Maury,RESIDENTS,0
1279,Maury,VISITORS,0
1280,Maury,RESIDENTS,85.76
1280,Maury,VISITORS,0
1281,Maury,RESIDENTS,87.78
1281,Maury,VISITORS,0
1282,Maury,RESIDENTS,522.6
1282,Maury,VISITORS,15.91
1283,Maury,RESIDENTS,1775.83
1283,Maury,VISITORS,40.42
1284,Maury,RESIDENTS,1454.3
1284,Maury,VISITORS,18.56
1285,Maury,RESIDENTS,2814.77
1285,Maury,VISITORS,212.59
1286,Maury,RESIDENTS,5397.62
1286,Maury,VISITORS,151.86
1287,Maury,RESIDENTS,7436.24
1287,Maury,VISITORS,914.4
1288,Maury,RESIDENTS,5893.9
1288,Maury,VISITORS,382.62
1289,Maury,RESIDENTS,1914.77
1289,Maury,VISITORS,15.64
1290,Maury,RESIDENTS,2183.29
1290,Maury,VISITORS,16.11
1291,Maury,RESIDENTS,469.38
1291,Maury,VISITORS,48.44
1292,Maury,RESIDENTS,1870.01
1292,Maury,VISITORS,65.66
1293,Maury,RESIDENTS,7182.41
1293,Maury,VISITORS,472.65
1294,Maury,RESIDENTS,1856.88
1294,Maury,VISITORS,180.89
1295,Maury,RESIDENTS,8217
1295,Maury,VISITORS,516.27
1296,Maury,RESIDENTS,1470.5
1296,Maury,VISITORS,55.38
1297,Maury,RESIDENTS,995.51
1297,Maury,VISITORS,20.32
1298,Maury,RESIDENTS,11.81
1298,Maury,VISITORS,9.75
1299,Maury,RESIDENTS,275.17
1299,Maury,VISITORS,23.84
1300,Maury,RESIDENTS,391.34
1300,Maury,VISITORS,19.55
1301,Maury,RESIDENTS,4883.86
1301,Maury,VISITORS,198.86
1302,Maury,RESIDENTS,381.13
1302,Maury,VISITORS,48.49
1303,Maury,RESIDENTS,530.07
1303,Maury,VISITORS,42.09
1304,Maury,RESIDENTS,210.81
1304,Maury,VISITORS,1.54
1305,Maury,RESIDENTS,48
1305,Maury,VISITORS,0
1306,Maury,RESIDENTS,2795.77
1306,Maury,VISITORS,42.66
1307,Maury,RESIDENTS,218.19
1307,Maury,VISITORS,0.9
1308,Maury,RESIDENTS,74.45
1308,Maury,VISITORS,18.82
1309,Maury,RESIDENTS,691.87
1309,Maury,VISITORS,17.28
1310,Maury,RESIDENTS,389.96
1310,Maury,VISITORS,88.44
1311,Maury,RESIDENTS,1123.73
1311,Maury,VISITORS,308.06
1312,Maury,RESIDENTS,706.26
1312,Maury,VISITORS,120.96
1313,Maury,RESIDENTS,1268.86
1313,Maury,VISITORS,15.94
1314,Maury,RESIDENTS,131.52
1314,Maury,VISITORS,23.91
1315,Maury,RESIDENTS,1000.42
1315,Maury,VISITORS,26.68
1316,Maury,RESIDENTS,994.57
1316,Maury,VISITORS,50.25
1317,Maury,RESIDENTS,425.08
1317,Maury,VISITORS,246.75
1318,Maury,RESIDENTS,182.4
1318,Maury,VISITORS,18.83
1319,Maury,RESIDENTS,140.06
1319,Maury,VISITORS,48.33
1320,Maury,RESIDENTS,694.42
1320,Maury,VISITORS,81.04
1321,Maury,RESIDENTS,0
1321,Maury,VISITORS,1.61
1322,Maury,RESIDENTS,31.06
1322,Maury,VISITORS,8.03
1323,Maury,RESIDENTS,1378.1
1323,Maury,VISITORS,68.82
1324,Maury,RESIDENTS,3251.7
1324,Maury,VISITORS,268.71
1325,Maury,RESIDENTS,728.87
1325,Maury,VISITORS,28.33
1326,Maury,RESIDENTS,642.3
1326,Maury,VISITORS,47.27
1327,Maury,RESIDENTS,1886.08
1327,Maury,VISITORS,160.82
1328,Maury,RESIDENTS,1580.55
1328,Maury,VISITORS,63.73
1329,Maury,RESIDENTS,1128.14
1329,Maury,VISITORS,22.84
1330,Maury,RESIDENTS,3982.86
1330,Maury,VISITORS,349.77
1331,Maury,RESIDENTS,272.76
1331,Maury,VISITORS,7.17
1332,Maury,RESIDENTS,883.82
1332,Maury,VISITORS,112.35
1333,Maury,RESIDENTS,2724.03
1333,Maury,VISITORS,154.07
1334,Maury,RESIDENTS,583.34
1334,Maury,VISITORS,48.52
1335,Maury,RESIDENTS,0.67
1335,Maury,VISITORS,0
1336,Maury,RESIDENTS,703.48
1336,Maury,VISITORS,58.37
1337,Maury,RESIDENTS,192.43
1337,Maury,VISITORS,31.32
1338,Maury,RESIDENTS,863.57
1338,Maury,VISITORS,81.46
1339,Maury,RESIDENTS,1165.08
1339,Maury,VISITORS,137.17
1340,Maury,RESIDENTS,1095.72
1340,Maury,VISITORS,52.88
1341,Maury,RESIDENTS,870.69
1341,Maury,VISITORS,77.25
1342,Maury,RESIDENTS,22.18
1342,Maury,VISITORS,5.44
1343,Maury,RESIDENTS,253.49
1343,Maury,VISITORS,27.27
1344,Maury,RESIDENTS,452.79
1344,Maury,VISITORS,15.64
1345,Maury,RESIDENTS,384.65
1345,Maury,VISITORS,1.53
1346,Maury,RESIDENTS,1105.15
1346,Maury,VISITORS,84.1
1347,Maury,RESIDENTS,310.39
1347,Maury,VISITORS,7.82
1348,Maury,RESIDENTS,1542.96
1348,Maury,VISITORS,54.03
1349,Maury,RESIDENTS,471.57
1349,Maury,VISITORS,2.61
1350,Maury,RESIDENTS,159.72
1350,Maury,VISITORS,0
1351,Maury,RESIDENTS,141.29
1351,Maury,VISITORS,7.42
1352,Maury,RESIDENTS,706.41
1352,Maury,VISITORS,34.17
1353,Maury,RESIDENTS,950.84
1353,Maury,VISITORS,2.32
1354,Maury,RESIDENTS,204.79
1354,Maury,VISITORS,128.05
1355,Maury,RESIDENTS,29.87
1355,Maury,VISITORS,1.32
1356,Maury,RESIDENTS,7.6
1356,Maury,VISITORS,0
1357,Maury,RESIDENTS,1393.53
1357,Maury,VISITORS,67.19
1358,Maury,RESIDENTS,338.84
1358,Maury,VISITORS,11.67
1359,Maury,RESIDENTS,3528.57
1359,Maury,VISITORS,469.22
1360,Maury,RESIDENTS,1973.32
1360,Maury,VISITORS,61.15
1361,Maury,RESIDENTS,792.22
1361,Maury,VISITORS,9.85
1362,Maury,RESIDENTS,40.21
1362,Maury,VISITORS,6.66
1363,Maury,RESIDENTS,147.52
1363,Maury,VISITORS,3.64
1364,Maury,RESIDENTS,1353.31
1364,Maury,VISITORS,151.9
1365,Maury,RESIDENTS,2033.86
1365,Maury,VISITORS,83.32
1366,Maury,RESIDENTS,2094.41
1366,Maury,VISITORS,233.35
1367,Maury,RESIDENTS,913.23
1367,Maury,VISITORS,28.13
1368,Maury,RESIDENTS,1837.3
1368,Maury,VISITORS,76.15
1369,Maury,RESIDENTS,429.88
1369,Maury,VISITORS,16.35
1370,Maury,RESIDENTS,105.48
1370,Maury,VISITORS,135.43
1371,Maury,RESIDENTS,97.57
1371,Maury,VISITORS,39.29
1372,Maury,RESIDENTS,120.95
1372,Maury,VISITORS,61.76
1373,Maury,RESIDENTS,1047.33
1373,Maury,VISITORS,35.91
1374,Maury,RESIDENTS,1925.9
1374,Maury,VISITORS,167.81
1375,Maury,RESIDENTS,3403.64
1375,Maury,VISITORS,146.18
1376,Maury,RESIDENTS,11632.74
1376,Maury,VISITORS,1458.51
1377,Maury,RESIDENTS,4653.89
1377,Maury,VISITORS,503.63
1378,Maury,RESIDENTS,1721.92
1378,Maury,VISITORS,30.85
1379,Maury,RESIDENTS,1060.08
1379,Maury,VISITORS,10.89
1380,Maury,RESIDENTS,254.97
1380,Maury,VISITORS,19.7
1381,Maury,RESIDENTS,668.56
1381,Maury,VISITORS,25.39
1382,Maury,RESIDENTS,1455.47
1382,Maury,VISITORS,107.12
1383,Maury,RESIDENTS,512.16
1383,Maury,VISITORS,9.88
1384,Maury,RESIDENTS,2013.64
1384,Maury,VISITORS,242.03
1385,Maury,RESIDENTS,1966.5
1385,Maury,VISITORS,168.05
1386,Maury,RESIDENTS,1903.67
1386,Maury,VISITORS,78.56
1387,Maury,RESIDENTS,1214.98
1387,Maury,VISITORS,58.88
1388,Maury,RESIDENTS,1173.42
1388,Maury,VISITORS,71.71
1389,Maury,RESIDENTS,4166.14
1389,Maury,VISITORS,388.44
1390,Maury,RESIDENTS,2654.87
1390,Maury,VISITORS,864.14
1391,Maury,RESIDENTS,887.96
1391,Maury,VISITORS,23.5
1392,Maury,RESIDENTS,816.84
1392,Maury,VISITORS,160.89
1393,Maury,RESIDENTS,2020.47
1393,Maury,VISITORS,93.19
1394,Maury,RESIDENTS,2838.18
1394,Maury,VISITORS,366.45
1395,Maury,RESIDENTS,1498.54
1395,Maury,VISITORS,154.86
1396,Maury,RESIDENTS,1502.18
1396,Maury,VISITORS,351.61
1397,Maury,RESIDENTS,1139.67
1397,Maury,VISITORS,55.56
1398,Maury,RESIDENTS,927.43
1398,Maury,VISITORS,227.66
1399,Maury,RESIDENTS,634.58
1399,Maury,VISITORS,4.4
1400,Maury,RESIDENTS,234.08
1400,Maury,VISITORS,45.01
1401,Maury,RESIDENTS,1017.54
1401,Maury,VISITORS,27.33
1402,Maury,RESIDENTS,4821.23
1402,Maury,VISITORS,134.61
1403,Maury,RESIDENTS,3347.93
1403,Maury,VISITORS,349.33
1404,Maury,RESIDENTS,2072.15
1404,Maury,VISITORS,365.09
1405,Maury,RESIDENTS,476.57
1405,Maury,VISITORS,10.92
1406,Maury,RESIDENTS,1224.58
1406,Maury,VISITORS,33.83
1407,Maury,RESIDENTS,864.62
1407,Maury,VISITORS,20.89
1408,Maury,RESIDENTS,294.31
1408,Maury,VISITORS,2.12
1409,Maury,RESIDENTS,537.21
1409,Maury,VISITORS,42.08
1410,Maury,RESIDENTS,454.14
1410,Maury,VISITORS,14.03
1411,Maury,RESIDENTS,427.32
1411,Maury,VISITORS,26.01
1412,Maury,RESIDENTS,57.23
1412,Maury,VISITORS,0
1413,Maury,RESIDENTS,345.1
1413,Maury,VISITORS,15.15
1414,Maury,RESIDENTS,1289.77
1414,Maury,VISITORS,543.21
1415,Maury,RESIDENTS,613.18
1415,Maury,VISITORS,70.28
1416,Maury,RESIDENTS,104.03
1416,Maury,VISITORS,20.28
1417,Maury,RESIDENTS,501.37
1417,Maury,VISITORS,18.6
1418,Maury,RESIDENTS,533.44
1418,Maury,VISITORS,1.36
1419,Maury,RESIDENTS,1393.59
1419,Maury,VISITORS,117.07
1420,Maury,RESIDENTS,405.92
1420,Maury,VISITORS,8.66
1421,Maury,RESIDENTS,180.95
1421,Maury,VISITORS,0
1422,Maury,RESIDENTS,1661.25
1422,Maury,VISITORS,297.2
1423,Maury,RESIDENTS,364.78
1423,Maury,VISITORS,6.3
1424,Maury,RESIDENTS,113.37
1424,Maury,VISITORS,7.45
1425,Maury,RESIDENTS,538.66
1425,Maury,VISITORS,26.72
1426,Maury,RESIDENTS,3161.97
1426,Maury,VISITORS,259.88
1427,Maury,RESIDENTS,1995.94
1427,Maury,VISITORS,301.35
1428,Maury,RESIDENTS,426.61
1428,Maury,VISITORS,22.21
1429,Maury,RESIDENTS,1186.52
1429,Maury,VISITORS,96.02
1430,Maury,RESIDENTS,919.89
1430,Maury,VISITORS,52.04
1431,Maury,RESIDENTS,590.16
1431,Maury,VISITORS,95.76
1432,Maury,RESIDENTS,86.14
1432,Maury,VISITORS,22.94
1433,Maury,RESIDENTS,3003.61
1433,Maury,VISITORS,282.52
1434,Maury,RESIDENTS,1024.59
1434,Maury,VISITORS,100.15
1435,Maury,RESIDENTS,471.06
1435,Maury,VISITORS,18.39
1436,Maury,RESIDENTS,1040.73
1436,Maury,VISITORS,37.45
1437,Maury,RESIDENTS,1247.8
1437,Maury,VISITORS,12.99
1438,Maury,RESIDENTS,7147.2
1438,Maury,VISITORS,1134.18
1439,Maury,RESIDENTS,2531.59
1439,Maury,VISITORS,256.41
1440,Maury,RESIDENTS,1150.18
1440,Maury,VISITORS,148.42
1441,Maury,RESIDENTS,1634.22
1441,Maury,VISITORS,78.19
1442,Maury,RESIDENTS,678.57
1442,Maury,VISITORS,54.9
1443,Maury,RESIDENTS,158.24
1443,Maury,VISITORS,36.64
1444,Maury,RESIDENTS,720.19
1444,Maury,VISITORS,39.17
1445,Maury,RESIDENTS,3415.01
1445,Maury,VISITORS,307.42
1446,Maury,RESIDENTS,3690.91
1446,Maury,VISITORS,738.22
1447,Maury,RESIDENTS,87.54
1447,Maury,VISITORS,8.81
1448,Maury,RESIDENTS,422.15
1448,Maury,VISITORS,33.85
1449,Maury,RESIDENTS,448.97
1449,Maury,VISITORS,40.84
1450,Maury,RESIDENTS,344.41
1450,Maury,VISITORS,18.57
1451,Maury,RESIDENTS,157.42
1451,Maury,VISITORS,21.79
1452,Maury,RESIDENTS,451.18
1452,Maury,VISITORS,21.2
1453,Maury,RESIDENTS,37.99
1453,Maury,VISITORS,49.8
1454,Maury,RESIDENTS,475.01
1454,Maury,VISITORS,81.43
1455,Maury,RESIDENTS,881.03
1455,Maury,VISITORS,62.98
1456,Maury,RESIDENTS,395.97
1456,Maury,VISITORS,19.44
1457,Maury,RESIDENTS,226.12
1457,Maury,VISITORS,4.08
1458,Maury,RESIDENTS,287.54
1458,Maury,VISITORS,7.71
1459,Maury,RESIDENTS,771.51
1459,Maury,VISITORS,157.22
1460,Maury,RESIDENTS,500.99
1460,Maury,VISITORS,14.17
1461,Maury,RESIDENTS,740.03
1461,Maury,VISITORS,29.21
1462,Maury,RESIDENTS,614.7
1462,Maury,VISITORS,45.03
1463,Maury,RESIDENTS,359.79
1463,Maury,VISITORS,46.71
1464,Maury,RESIDENTS,927.58
1464,Maury,VISITORS,78.99
1465,Maury,RESIDENTS,73.52
1465,Maury,VISITORS,17.13
1466,Robertson,RESIDENTS,315.75
1466,Robertson,VISITORS,29.15
1467,Robertson,RESIDENTS,869
1467,Robertson,VISITORS,44.85
1468,Robertson,RESIDENTS,391.12
1468,Robertson,VISITORS,51.02
1469,Robertson,RESIDENTS,215.5
1469,Robertson,VISITORS,92.12
1470,Robertson,RESIDENTS,254.99
1470,Robertson,VISITORS,33.15
1471,Robertson,RESIDENTS,1153.39
1471,Robertson,VISITORS,41.85
1472,Robertson,RESIDENTS,798.17
1472,Robertson,VISITORS,12.64
1473,Robertson,RESIDENTS,396.84
1473,Robertson,VISITORS,76
1474,Robertson,RESIDENTS,798.5
1474,Robertson,VISITORS,364.57
1475,Robertson,RESIDENTS,508.97
1475,Robertson,VISITORS,51.33
1476,Robertson,RESIDENTS,1301.13
1476,Robertson,VISITORS,721.71
1477,Robertson,RESIDENTS,483.22
1477,Robertson,VISITORS,12.95
1478,Robertson,RESIDENTS,4642.89
1478,Robertson,VISITORS,187.63
1479,Robertson,RESIDENTS,3233.79
1479,Robertson,VISITORS,114.45
1480,Robertson,RESIDENTS,1252.08
1480,Robertson,VISITORS,298.03
1481,Robertson,RESIDENTS,2772.79
1481,Robertson,VISITORS,33.33
1482,Robertson,RESIDENTS,3634.8
1482,Robertson,VISITORS,55.33
1483,Robertson,RESIDENTS,519.42
1483,Robertson,VISITORS,10.34
1484,Robertson,RESIDENTS,46.54
1484,Robertson,VISITORS,0.46
1485,Robertson,RESIDENTS,4520.41
1485,Robertson,VISITORS,143.7
1486,Robertson,RESIDENTS,6114.67
1486,Robertson,VISITORS,109.93
1487,Robertson,RESIDENTS,2745.42
1487,Robertson,VISITORS,42.3
1488,Robertson,RESIDENTS,843.49
1488,Robertson,VISITORS,27.04
1489,Robertson,RESIDENTS,1382.95
1489,Robertson,VISITORS,20.58
1490,Robertson,RESIDENTS,620.19
1490,Robertson,VISITORS,8.17
1491,Robertson,RESIDENTS,634.33
1491,Robertson,VISITORS,45.08
1492,Robertson,RESIDENTS,473.37
1492,Robertson,VISITORS,1.13
1493,Robertson,RESIDENTS,123.08
1493,Robertson,VISITORS,1.12
1494,Robertson,RESIDENTS,765.39
1494,Robertson,VISITORS,2.66
1495,Robertson,RESIDENTS,7.56
1495,Robertson,VISITORS,0
1496,Robertson,RESIDENTS,43.68
1496,Robertson,VISITORS,0
1497,Robertson,RESIDENTS,82.36
1497,Robertson,VISITORS,1.13
1498,Robertson,RESIDENTS,837.22
1498,Robertson,VISITORS,11
1499,Robertson,RESIDENTS,95.74
1499,Robertson,VISITORS,15.07
1500,Robertson,RESIDENTS,309.62
1500,Robertson,VISITORS,7.28
1501,Robertson,RESIDENTS,525.86
1501,Robertson,VISITORS,14.7
1502,Robertson,RESIDENTS,1120.94
1502,Robertson,VISITORS,9.14
1503,Robertson,RESIDENTS,754.68
1503,Robertson,VISITORS,11.15
1504,Robertson,RESIDENTS,655.19
1504,Robertson,VISITORS,15.38
1505,Robertson,RESIDENTS,111.53
1505,Robertson,VISITORS,2.53
1506,Robertson,RESIDENTS,1183.31
1506,Robertson,VISITORS,64.62
1507,Robertson,RESIDENTS,970.99
1507,Robertson,VISITORS,79.23
1508,Robertson,RESIDENTS,194.42
1508,Robertson,VISITORS,5.02
1509,Robertson,RESIDENTS,245.86
1509,Robertson,VISITORS,57.99
1510,Robertson,RESIDENTS,554.54
